Status,Name,Adv,Date,Key,Contents
Tropical Storm,Chantal,12A,2001-08-18T18:00:00Z,NA,NA
Tropical Storm,Chantal,13,2001-08-18T21:00:00Z,NA,NA
Tropical Storm,Chantal,13A,2001-08-19T00:00:00Z,NA,NA
Tropical Storm,Chantal,14,2001-08-19T03:00:00Z,NA,NA
Tropical Storm,Chantal,14A,2001-08-19T06:00:00Z,NA,NA
Tropical Storm,Chantal,15,2001-08-19T09:00:00Z,NA,NA
Tropical Storm,Chantal,15A,2001-08-19T12:00:00Z,NA,NA
Tropical Storm,Chantal,16,2001-08-19T15:00:00Z,NA,NA
Tropical Storm,Chantal,16A,2001-08-19T18:00:00Z,NA,NA
Tropical Storm,Chantal,17,2001-08-19T21:00:00Z,NA,NA
Tropical Storm,Chantal,17,2001-08-20T00:00:00Z,NA,NA
Tropical Storm,Chantal,18,2001-08-20T03:00:00Z,NA,NA
Tropical Storm,Chantal,18A,2001-08-20T06:00:00Z,NA,NA
Tropical Storm,Chantal,19,2001-08-20T09:00:00Z,NA,NA
Tropical Storm,Chantal,19A,2001-08-20T12:00:00Z,NA,NA
Tropical Storm,Chantal,20,2001-08-20T15:00:00Z,NA,NA
Tropical Storm,Chantal,20A,2001-08-20T18:00:00Z,NA,NA
Tropical Storm,Chantal,21,2001-08-20T21:00:00Z,NA,NA
Tropical Storm,Chantal,21A,2001-08-21T00:00:00Z,NA,NA
Tropical Storm,Chantal,22,2001-08-21T03:00:00Z,NA,NA
Tropical Storm,Chantal,22A,2001-08-21T06:00:00Z,NA,NA
Tropical Storm,Chantal,23,2001-08-21T09:00:00Z,NA,NA
Tropical Storm,Chantal,23A,2001-08-21T12:00:00Z,NA,NA
Tropical Storm,Chantal,24,2001-08-21T15:00:00Z,NA,NA
Tropical Storm,Chantal,24A,2001-08-21T18:00:00Z,NA,NA
Tropical Depression,Chantal,25,2001-08-21T21:00:00Z,NA,NA
Tropical Depression,Chantal,25A,2001-08-22T00:00:00Z,NA,NA
Tropical Depression,Chantal,26,2001-08-22T03:00:00Z,NA,NA
Tropical Depression,Intermediate,26A,2001-08-22T06:00:00Z,NA,NA
Tropical Depression,Chantal,27,2001-08-22T09:00:00Z,NA,NA
Tropical Depression,Chantal,27A,2001-08-22T12:00:00Z,NA,NA
Tropical Depression,Chantal,28,2001-08-22T15:00:00Z,NA,NA
Tropical Storm,Dean,1,2001-08-22T18:00:00Z,NA,NA
Tropical Storm,Dean,2,2001-08-22T21:00:00Z,NA,NA
Tropical Storm,Dean,2A,2001-08-23T00:00:00Z,NA,NA
Tropical Storm,Dean,3,2001-08-23T03:00:00Z,NA,NA
Tropical Storm,Dean,3A,2001-08-23T06:00:00Z,NA,NA
Tropical Storm,Dean,4,2001-08-23T09:00:00Z,NA,NA
Tropical Storm,Dean,4A,2001-08-23T12:00:00Z,NA,NA
Tropical Depression,Dean,5,2001-08-23T15:00:00Z,NA,NA
Tropical Storm,Dean,6,2001-08-27T09:00:00Z,NA,NA
Tropical Storm,Dean,7,2001-08-27T15:00:00Z,NA,NA
Tropical Storm,Dean,8,2001-08-27T21:00:00Z,NA,NA
Tropical Storm,Dean,9,2001-08-28T03:00:00Z,NA,NA
Tropical Storm,Dean,10,2001-08-28T09:00:00Z,NA,NA
Tropical Storm,Dean,11,2001-08-28T15:00:00Z,NA,NA
Tropical Depression,Six,1,2001-09-01T21:00:00Z,NA,NA
Tropical Depression,Six,2,2001-09-02T03:00:00Z,NA,NA
Tropical Storm,Erin,3,2001-09-02T09:00:00Z,NA,NA
Tropical Storm,Erin,4,2001-09-02T15:00:00Z,NA,NA
Tropical Storm,Erin,5,2001-09-02T21:00:00Z,NA,NA
Tropical Storm,Erin,6,2001-09-03T03:00:00Z,NA,NA
Tropical Storm,Erin,7,2001-09-03T09:00:00Z,NA,NA
Tropical Storm,Erin,8,2001-09-03T15:00:00Z,NA,NA
Tropical Storm,Erin,9,2001-09-03T21:00:00Z,NA,NA
Tropical Storm,Erin,10,2001-09-04T03:00:00Z,NA,NA
Tropical Storm,Erin,11,2001-09-04T09:00:00Z,NA,NA
Tropical Storm,Erin,12,2001-09-04T15:00:00Z,NA,NA
Tropical Storm,Erin,13,2001-09-04T21:00:00Z,NA,NA
Tropical Storm,Erin,14,2001-09-05T03:00:00Z,NA,NA
Tropical Storm,Erin,15,2001-09-05T09:00:00Z,NA,NA
Tropical Storm,Erin,16,2001-09-05T15:00:00Z,NA,NA
Tropical Depression,Erin,17,2001-09-05T21:00:00Z,NA,NA
Tropical Depression,Erin,18,2001-09-06T21:00:00Z,NA,NA
Tropical Depression,Erin,19,2001-09-07T03:00:00Z,NA,NA
Tropical Depression,Erin,20,2001-09-07T09:00:00Z,NA,NA
Tropical Depression,Erin,21,2001-09-07T15:00:00Z,NA,NA
Tropical Storm,Erin,22,2001-09-07T21:00:00Z,NA,NA
Tropical Storm,Erin,23,2001-09-08T03:00:00Z,NA,NA
Tropical Storm,Erin,24,2001-09-08T09:00:00Z,NA,NA
Tropical Storm,Erin,25,2001-09-08T15:00:00Z,NA,NA
Tropical Storm,Erin,25A,2001-09-08T18:00:00Z,NA,NA
Hurricane,Erin,26,2001-09-08T21:00:00Z,NA,NA
Hurricane,Erin,26A,2001-09-09T00:00:00Z,NA,NA
Hurricane,Erin,27,2001-09-09T03:00:00Z,NA,NA
Hurricane,Erin,27A,2001-09-09T06:00:00Z,NA,NA
Hurricane,Erin,28,2001-09-09T09:00:00Z,NA,NA
Hurricane,Erin,29,2001-09-09T15:00:00Z,NA,NA
Hurricane,Erin,29A,2001-09-09T18:00:00Z,NA,NA
Hurricane,Erin,30,2001-09-09T21:00:00Z,NA,NA
Hurricane,Erin,30,2001-09-10T00:00:00Z,NA,NA
Hurricane,Erin,31,2001-09-10T03:00:00Z,NA,NA
Hurricane,Erin,31A,2001-09-10T06:00:00Z,NA,NA
Hurricane,Erin,32,2001-09-10T09:00:00Z,NA,NA
Hurricane,Erin,32A,2001-09-10T12:00:00Z,NA,NA
Hurricane,Erin,33,2001-09-10T15:00:00Z,NA,NA
Hurricane,Erin,34,2001-09-10T21:00:00Z,NA,NA
Hurricane,Erin,35,2001-09-11T03:00:00Z,NA,NA
Hurricane,Erin,36,2001-09-11T09:00:00Z,NA,NA
Hurricane,Erin,37,2001-09-11T15:00:00Z,NA,NA
Hurricane,Erin,38,2001-09-11T21:00:00Z,NA,NA
Hurricane,Erin,39,2001-09-12T03:00:00Z,NA,NA
Hurricane,Erin,40,2001-09-12T09:00:00Z,NA,NA
Hurricane,Erin,41,2001-09-12T15:00:00Z,NA,NA
Hurricane,Erin,42,2001-09-12T21:00:00Z,NA,NA
Hurricane,Erin,43,2001-09-13T03:00:00Z,NA,NA
Hurricane,Erin,44,2001-09-13T09:00:00Z,NA,NA
Hurricane,Erin,45,2001-09-13T15:00:00Z,NA,NA
Hurricane,Erin,46,2001-09-13T21:00:00Z,NA,NA
Hurricane,Erin,47,2001-09-14T03:00:00Z,NA,NA
Hurricane,Erin,48,2001-09-14T09:00:00Z,NA,NA
Hurricane,Erin,49,2001-09-14T15:00:00Z,NA,NA
Hurricane,Erin,50,2001-09-14T21:00:00Z,NA,NA
Tropical Storm,Erin,51,2001-09-15T03:00:00Z,NA,NA
Tropical Depression,Seven,1,2001-09-07T21:00:00Z,NA,NA
Tropical Depression,Seven,2,2001-09-08T03:00:00Z,NA,NA
Tropical Depression,Seven,3,2001-09-08T09:00:00Z,NA,NA
Tropical Depression,Seven,4,2001-09-08T15:00:00Z,NA,NA
Tropical Depression,Seven,5,2001-09-08T21:00:00Z,NA,NA
Tropical Depression,Seven,6,2001-09-10T09:00:00Z,NA,NA
Tropical Depression,Seven,7,2001-09-10T15:00:00Z,NA,NA
Tropical Depression,Seven,8,2001-09-10T21:00:00Z,NA,NA
Tropical Depression,Seven,9,2001-09-11T03:00:00Z,NA,NA
Tropical Depression,Seven,10,2001-09-11T09:00:00Z,NA,NA
Tropical Storm,Felix,11,2001-09-11T15:00:00Z,NA,NA
Tropical Storm,Felix,12,2001-09-11T21:00:00Z,NA,NA
Tropical Storm,Felix,13,2001-09-12T03:00:00Z,NA,NA
Tropical Storm,Felix,14,2001-09-12T09:00:00Z,NA,NA
Tropical Storm,Felix,15,2001-09-12T15:00:00Z,NA,NA
Tropical Storm,Felix,16,2001-09-12T21:00:00Z,NA,NA
Hurricane,Felix,17,2001-09-13T03:00:00Z,NA,NA
Hurricane,Felix,18,2001-09-13T09:00:00Z,NA,NA
Hurricane,Felix,19,2001-09-13T15:00:00Z,NA,NA
Hurricane,Felix,20,2001-09-13T21:00:00Z,NA,NA
Hurricane,Felix,21,2001-09-14T03:00:00Z,NA,NA
Hurricane,Felix,22,2001-09-14T09:00:00Z,NA,NA
Hurricane,Felix,23,2001-09-14T15:00:00Z,NA,NA
Hurricane,Felix,24,2001-09-14T21:00:00Z,NA,NA
Hurricane,Felix,25,2001-09-15T03:00:00Z,NA,NA
Hurricane,Felix,26,2001-09-15T09:00:00Z,NA,NA
Hurricane,Felix,27,2001-09-15T15:00:00Z,NA,NA
Hurricane,Felix,28,2001-09-15T21:00:00Z,NA,NA
Hurricane,Felix,29,2001-09-16T03:00:00Z,NA,NA
Hurricane,Felix,30,2001-09-16T09:00:00Z,NA,NA
Hurricane,Felix,31,2001-09-16T15:00:00Z,NA,NA
Hurricane,Felix,32,2001-09-16T21:00:00Z,NA,NA
Hurricane,Felix,33,2001-09-17T03:00:00Z,NA,NA
Hurricane,Felix,34,2001-09-17T09:00:00Z,NA,NA
Tropical Storm,Felix,35,2001-09-17T15:00:00Z,NA,NA
Tropical Storm,Felix,36,2001-09-17T21:00:00Z,NA,NA
Tropical Storm,Felix,37,2001-09-18T03:00:00Z,NA,NA
Tropical Storm,Felix,38,2001-09-18T09:00:00Z,NA,NA
Tropical Storm,Felix,39,2001-09-18T15:00:00Z,NA,NA
Tropical Depression,Felix,40,2001-09-18T21:00:00Z,NA,NA
Tropical Depression,Felix,41,2001-09-19T03:00:00Z,NA,NA
Tropical Depression,Eight,1,2001-09-11T21:00:00Z,NA,NA
Tropical Depression,Eight,2,2001-09-12T03:00:00Z,NA,NA
Tropical Depression,Eight,3,2001-09-12T09:00:00Z,NA,NA
Tropical Depression,Eight,4,2001-09-12T15:00:00Z,NA,NA
Tropical Depression,Eight,5,2001-09-12T21:00:00Z,NA,NA
Tropical Depression,Eight,6,2001-09-13T03:00:00Z,NA,NA
Tropical Depression,Eight,7,2001-09-13T09:00:00Z,NA,NA
Tropical Storm,Gabrielle,8,2001-09-13T15:00:00Z,NA,NA
Tropical Storm,Gabrielle,9,2001-09-13T21:00:00Z,NA,NA
Tropical Storm,Gabrielle,9A,2001-09-14T00:00:00Z,NA,NA
Tropical Storm,Gabrielle,10,2001-09-14T03:00:00Z,NA,NA
Tropical Storm,Gabrielle,10A,2001-09-14T06:00:00Z,NA,NA
Tropical Storm,Gabrielle,11,2001-09-14T09:00:00Z,NA,NA
Tropical Storm,Gabrielle,11A,2001-09-14T12:00:00Z,NA,NA
Tropical Storm,Gabrielle,12,2001-09-14T15:00:00Z,NA,NA
Tropical Storm,Gabrielle,12A,2001-09-14T18:00:00Z,NA,NA
Tropical Storm,Gabrielle,13,2001-09-14T21:00:00Z,NA,NA
Tropical Storm,Gabrielle,13A,2001-09-15T00:00:00Z,NA,NA
Tropical Storm,Gabrielle,14,2001-09-15T03:00:00Z,NA,NA
Tropical Storm,Gabrielle,14A,2001-09-15T06:00:00Z,NA,NA
Tropical Storm,Gabrielle,15,2001-09-15T09:00:00Z,NA,NA
Tropical Storm,Gabrielle,15A,2001-09-15T12:00:00Z,NA,NA
Tropical Storm,Gabrielle,16,2001-09-15T15:00:00Z,NA,NA
Tropical Storm,Gabrielle,16A,2001-09-15T18:00:00Z,NA,NA
Tropical Storm,Gabrielle,17,2001-09-15T21:00:00Z,NA,NA
Tropical Storm,Gabrielle,17A,2001-09-16T00:00:00Z,NA,NA
Tropical Storm,Gabrielle,18,2001-09-16T03:00:00Z,NA,NA
Tropical Storm,Gabrielle,19,2001-09-16T09:00:00Z,NA,NA
Tropical Storm,Gabrielle,20,2001-09-16T15:00:00Z,NA,NA
Tropical Storm,Gabrielle,21,2001-09-16T21:00:00Z,NA,NA
Hurricane,Gabrielle,22,2001-09-17T03:00:00Z,NA,NA
Hurricane,Gabrielle,22A,2001-09-17T06:00:00Z,NA,NA
Hurricane,Gabrielle,23,2001-09-17T09:00:00Z,NA,NA
Hurricane,Gabrielle,23A,2001-09-17T12:00:00Z,NA,NA
Hurricane,Gabrielle,24,2001-09-17T15:00:00Z,NA,NA
Hurricane,Gabrielle,24A,2001-09-17T18:00:00Z,NA,NA
Hurricane,Gabrielle,25,2001-09-17T21:00:00Z,NA,NA
Tropical Storm,Gabrielle,26,2001-09-18T03:00:00Z,NA,NA
Tropical Storm,Gabrielle,27,2001-09-18T09:00:00Z,NA,NA
Tropical Storm,Gabrielle,28,2001-09-18T15:00:00Z,NA,NA
Tropical Storm,Gabrielle,29,2001-09-18T21:00:00Z,NA,NA
Tropical Storm,Gabrielle,30,2001-09-19T03:00:00Z,NA,NA
Tropical Depression,Nine,1,2001-09-19T21:00:00Z,NA,NA
Tropical Depression,Nine,1A,2001-09-20T00:00:00Z,NA,NA
Tropical Depression,Nine,2,2001-09-20T03:00:00Z,NA,NA
Tropical Depression,Ten,1,2001-09-21T15:00:00Z,NA,NA
Tropical Depression,Ten,2,2001-09-21T21:00:00Z,NA,NA
Tropical Depression,Ten,3,2001-09-22T03:00:00Z,NA,NA
Tropical Depression,Ten,4,2001-09-22T09:00:00Z,NA,NA
Tropical Depression,Ten,5,2001-09-22T15:00:00Z,NA,NA
Tropical Storm,Humberto,6,2001-09-22T21:00:00Z,NA,NA
Tropical Storm,Humberto,7,2001-09-23T03:00:00Z,NA,NA
Tropical Storm,Humberto,8,2001-09-23T09:00:00Z,NA,NA
Tropical Storm,Humberto,9,2001-09-23T15:00:00Z,NA,NA
Hurricane,Humberto,10,2001-09-23T21:00:00Z,NA,NA
Hurricane,Humberto,11,2001-09-24T03:00:00Z,NA,NA
Hurricane,Humberto,12,2001-09-24T09:00:00Z,NA,NA
Hurricane,Humberto,13,2001-09-24T15:00:00Z,NA,NA
Hurricane,Humberto,14,2001-09-24T21:00:00Z,NA,NA
Hurricane,Humberto,15,2001-09-25T03:00:00Z,NA,NA
Hurricane,Humberto,16,2001-09-25T09:00:00Z,NA,NA
Hurricane,Humberto,17,2001-09-25T15:00:00Z,NA,NA
Hurricane,Humberto,18,2001-09-25T21:00:00Z,NA,NA
Hurricane,Humberto,19,2001-09-26T03:00:00Z,NA,NA
Hurricane,Humberto,20,2001-09-26T09:00:00Z,NA,NA
Hurricane,Humberto,21,2001-09-26T15:00:00Z,NA,NA
Hurricane,Humberto,22,2001-09-26T21:00:00Z,NA,NA
Hurricane,Humberto,23,2001-09-27T03:00:00Z,NA,NA
Tropical Storm,Humberto,24,2001-09-27T09:00:00Z,NA,NA
Tropical Storm,Humberto,25,2001-09-27T15:00:00Z,NA,NA
Tropical Storm,Humberto,26,2001-09-27T21:00:00Z,NA,NA
Tropical Depression,Eleven,1,2001-10-04T21:00:00Z,NA,NA
Tropical Depression,Eleven,2,2001-10-05T03:00:00Z,NA,NA
Tropical Depression,Eleven,3,2001-10-05T09:00:00Z,NA,NA
Tropical Depression,Eleven,4,2001-10-05T15:00:00Z,NA,NA
Tropical Depression,Eleven,4A,2001-10-05T18:00:00Z,NA,NA
Tropical Storm,Iris,5,2001-10-05T21:00:00Z,NA,NA
Tropical Storm,Iris,5A,2001-10-06T00:00:00Z,NA,NA
Tropical Storm,Iris,6,2001-10-06T03:00:00Z,NA,NA
Tropical Storm,Iris,6A,2001-10-06T06:00:00Z,NA,NA
Tropical Storm,Iris,7,2001-10-06T09:00:00Z,NA,NA
Tropical Storm,Iris,7A,2001-10-06T12:00:00Z,NA,NA
Tropical Storm,Iris,8,2001-10-06T15:00:00Z,NA,NA
Tropical Storm,Iris,8A,2001-10-06T18:00:00Z,NA,NA
Hurricane,Iris,9,2001-10-06T21:00:00Z,NA,NA
Hurricane,Iris,9A,2001-10-07T00:00:00Z,NA,NA
Hurricane,Iris,10,2001-10-07T03:00:00Z,NA,NA
Hurricane,Iris,10A,2001-10-07T06:00:00Z,NA,NA
Hurricane,Iris,11,2001-10-07T09:00:00Z,NA,NA
Hurricane,Iris,11A,2001-10-07T12:00:00Z,NA,NA
Hurricane,Iris,12,2001-10-07T15:00:00Z,NA,NA
Hurricane,Iris,12A,2001-10-07T18:00:00Z,NA,NA
Hurricane,Iris,13,2001-10-07T21:00:00Z,NA,NA
Hurricane,Iris,13A,2001-10-08T00:00:00Z,NA,NA
Hurricane,Iris,14,2001-10-08T03:00:00Z,NA,NA
Hurricane,Iris,14A,2001-10-08T06:00:00Z,NA,NA
Hurricane,Iris,15,2001-10-08T09:00:00Z,NA,NA
Hurricane,Iris,15A,2001-10-08T12:00:00Z,NA,NA
Hurricane,Iris,16,2001-10-08T15:00:00Z,NA,NA
Hurricane,Iris,16A,2001-10-08T18:00:00Z,NA,NA
Hurricane,Iris,17,2001-10-08T21:00:00Z,NA,NA
Hurricane,Iris,17A,2001-10-09T00:00:00Z,NA,NA
Hurricane,Iris,18,2001-10-09T03:00:00Z,NA,NA
Hurricane,Iris,18A,2001-10-09T06:00:00Z,NA,NA
Tropical Storm,Iris,19,2001-10-09T09:00:00Z,NA,NA
Tropical Depression,Iris,20,2001-10-09T15:00:00Z,NA,NA
Tropical Depression,Twelve,1,2001-10-06T15:00:00Z,NA,NA
Tropical Depression,Twelve,2,2001-10-06T21:00:00Z,NA,NA
Tropical Depression,Twelve,2A,2001-10-07T00:00:00Z,NA,NA
Tropical Storm,Jerry,3,2001-10-07T03:00:00Z,NA,NA
Tropical Storm,Jerry,3A,2001-10-07T06:00:00Z,NA,NA
Tropical Storm,Jerry,4,2001-10-07T09:00:00Z,NA,NA
Tropical Storm,Jerry,4A,2001-10-07T12:00:00Z,NA,NA
Tropical Storm,Jerry,5,2001-10-07T15:00:00Z,NA,NA
Tropical Storm,Jerry,5A,2001-10-07T18:00:00Z,NA,NA
Tropical Storm,Jerry,6,2001-10-07T21:00:00Z,NA,NA
Tropical Storm,Jerry,6A,2001-10-08T00:00:00Z,NA,NA
Tropical Storm,Jerry,7,2001-10-08T03:00:00Z,NA,NA
Tropical Storm,Jerry,7A,2001-10-08T06:00:00Z,NA,NA
Tropical Storm,Jerry,8,2001-10-08T09:00:00Z,NA,NA
Tropical Storm,Jerry,9,2001-10-08T15:00:00Z,NA,NA
Tropical Depression,Jerry,10,2001-10-08T21:00:00Z,NA,NA
Tropical Storm,One,1,2001-10-12T21:00:00Z,NA,NA
Tropical Storm,One,2,2001-10-13T03:00:00Z,NA,NA
Tropical Storm,Karen,3,2001-10-13T09:00:00Z,NA,NA
Tropical Storm,Karen,4,2001-10-13T15:00:00Z,NA,NA
Hurricane,Karen,5,2001-10-13T21:00:00Z,NA,NA
Hurricane,Karen,6,2001-10-14T03:00:00Z,NA,NA
Hurricane,Karen,7,2001-10-14T09:00:00Z,NA,NA
Hurricane,Karen,8,2001-10-14T15:00:00Z,NA,NA
Tropical Storm,Karen,9,2001-10-14T21:00:00Z,NA,NA
Tropical Storm,Karen,10,2001-10-15T03:00:00Z,NA,NA
Tropical Storm,Karen,11,2001-10-15T09:00:00Z,NA,NA
Tropical Storm,Karen,12,2001-10-15T15:00:00Z,NA,NA
Tropical Depression,Fourteen,1,2001-10-27T15:00:00Z,NA,NA
Tropical Depression,Fourteen,2,2001-10-27T21:00:00Z,NA,NA
Tropical Depression,Fourteen,3,2001-10-28T03:00:00Z,NA,NA
Tropical Depression,Fourteen,4,2001-10-28T09:00:00Z,NA,NA
Tropical Depression,Fourteen,5,2001-10-28T15:00:00Z,NA,NA
Tropical Depression,Fourteen,6,2001-10-28T21:00:00Z,NA,NA
Tropical Depression,Fourteen,7,2001-10-29T03:00:00Z,NA,NA
Tropical Depression,Fourteen,8,2001-10-29T09:00:00Z,NA,NA
Tropical Depression,Fourteen,9,2001-10-29T15:00:00Z,NA,NA
Tropical Depression,Fourteen,10,2001-10-29T21:00:00Z,NA,NA
Tropical Storm,Lorenzo,11,2001-10-30T03:00:00Z,NA,NA
Tropical Storm,Lorenzo,12,2001-10-30T09:00:00Z,NA,NA
Tropical Storm,Lorenzo,13,2001-10-30T15:00:00Z,NA,NA
Tropical Storm,Lorenzo,14,2001-10-30T21:00:00Z,NA,NA
Tropical Storm,Lorenzo,15,2001-10-31T03:00:00Z,NA,NA
Tropical Storm,Lorenzo,16,2001-10-31T09:00:00Z,NA,NA
Tropical Depression,Fifteen,1,2001-10-29T21:00:00Z,NA,NA
Tropical Depression,Fifteen,2,2001-10-30T03:00:00Z,NA,NA
Tropical Depression,Fifteen,3,2001-10-30T09:00:00Z,NA,NA
Tropical Depression,Fifteen,4,2001-10-30T15:00:00Z,NA,NA
Tropical Depression,Fifteen,5,2001-10-30T21:00:00Z,NA,NA
Tropical Depression,Fifteen,6,2001-10-31T03:00:00Z,NA,NA
Tropical Depression,Fifteen,7,2001-10-31T09:00:00Z,NA,NA
Tropical Depression,Fifteen,8,2001-10-31T15:00:00Z,NA,NA
Tropical Depression,Fifteen,9,2001-10-31T21:00:00Z,NA,NA
Tropical Storm,Michelle,10,2001-11-01T03:00:00Z,NA,NA
Tropical Storm,Michelle,11,2001-11-01T09:00:00Z,NA,NA
Tropical Storm,Michelle,12,2001-11-01T15:00:00Z,NA,NA
Tropical Storm,Michelle,13,2001-11-01T21:00:00Z,NA,NA
Tropical Storm,Michelle,13A,2001-11-02T00:00:00Z,NA,NA
Tropical Storm,Michelle,14,2001-11-02T03:00:00Z,NA,NA
Tropical Storm,Michelle,14A,2001-11-02T06:00:00Z,NA,NA
Tropical Storm,Michelle,15,2001-11-02T09:00:00Z,NA,NA
Hurricane,Michelle,15A,2001-11-02T12:00:00Z,NA,NA
Hurricane,Michelle,16,2001-11-02T15:00:00Z,NA,NA
Hurricane,Michelle,16A,2001-11-02T18:00:00Z,NA,NA
Hurricane,Michelle,17,2001-11-02T21:00:00Z,NA,NA
Hurricane,Michelle,17A,2001-11-03T00:00:00Z,NA,NA
Hurricane,Michelle,18,2001-11-03T03:00:00Z,NA,NA
Hurricane,Michelle,18,2001-11-03T06:00:00Z,NA,NA
Hurricane,Michelle,19,2001-11-03T09:00:00Z,NA,NA
Hurricane,Michelle,19A,2001-11-03T12:00:00Z,NA,NA
Hurricane,Michelle,20,2001-11-03T15:00:00Z,NA,NA
Hurricane,Michelle,20A,2001-11-03T18:00:00Z,NA,NA
Hurricane,Michelle,21,2001-11-03T21:00:00Z,NA,NA
Hurricane,Michelle,21A,2001-11-04T00:00:00Z,NA,NA
Hurricane,Michelle,22,2001-11-04T03:00:00Z,NA,NA
Hurricane,Michelle,22A,2001-11-04T06:00:00Z,NA,NA
Hurricane,Michelle,23,2001-11-04T09:00:00Z,NA,NA
Hurricane,Michelle,23A,2001-11-04T12:00:00Z,NA,NA
Hurricane,Michelle,24,2001-11-04T15:00:00Z,NA,NA
Hurricane,Michelle,24A,2001-11-04T18:00:00Z,NA,NA
Hurricane,Michelle,25,2001-11-04T21:00:00Z,NA,NA
Hurricane,Michelle,25A,2001-11-05T00:00:00Z,NA,NA
Hurricane,Michelle,26,2001-11-05T03:00:00Z,NA,NA
Hurricane,Michelle,26A,2001-11-05T06:00:00Z,NA,NA
Hurricane,Michelle,27,2001-11-05T09:00:00Z,NA,NA
Hurricane,Michelle,27A,2001-11-05T12:00:00Z,NA,NA
Hurricane,Michelle,28,2001-11-05T15:00:00Z,NA,NA
Hurricane,Michelle,28A,2001-11-05T18:00:00Z,NA,NA
Hurricane,Michelle,29,2001-11-05T21:00:00Z,NA,NA
Hurricane,Michelle,29A,2001-11-06T00:00:00Z,NA,NA
Hurricane,Michelle,30,2001-11-06T03:00:00Z,NA,NA
Hurricane,Michelle,30A,2001-11-06T06:00:00Z,NA,NA
Hurricane,Michelle,31,2001-11-06T09:00:00Z,NA,NA
Hurricane,Michelle,31A,2001-11-06T12:00:00Z,NA,NA
Hurricane,Michelle,32,2001-11-06T15:00:00Z,NA,NA
Hurricane,Michelle,32A,2001-11-06T18:00:00Z,NA,NA
Hurricane,Michelle,33,2001-11-06T21:00:00Z,NA,NA
Hurricane,Noel,1,2001-11-05T16:00:00Z,NA,NA
Hurricane,Noel,2,2001-11-05T21:00:00Z,NA,NA
Tropical Storm,Noel,3,2001-11-06T03:00:00Z,NA,NA
Tropical Storm,Noel,4,2001-11-06T09:00:00Z,NA,NA
Tropical Storm,Noel,5,2001-11-06T15:00:00Z,NA,NA
Tropical Storm,Two,1,2001-11-24T21:00:00Z,NA,NA
Tropical Storm,Two,2,2001-11-25T03:00:00Z,NA,NA
Tropical Storm,Two,3,2001-11-25T09:00:00Z,NA,NA
Tropical Storm,Two,4,2001-11-25T15:00:00Z,NA,NA
Tropical Storm,Two,5,2001-11-25T21:00:00Z,NA,NA
Tropical Storm,Two,6,2001-11-26T03:00:00Z,NA,NA
Tropical Storm,Two,7,2001-11-26T09:00:00Z,NA,NA
Tropical Storm,Olga,8,2001-11-26T15:00:00Z,NA,NA
Hurricane,Olga,9,2001-11-26T21:00:00Z,NA,NA
Hurricane,Olga,10,2001-11-27T03:00:00Z,NA,NA
Hurricane,Olga,11,2001-11-27T09:00:00Z,NA,NA
Hurricane,Olga,12,2001-11-27T15:00:00Z,NA,NA
Hurricane,Olga,13,2001-11-27T21:00:00Z,NA,NA
Hurricane,Olga,14,2001-11-28T03:00:00Z,NA,NA
Hurricane,Olga,15,2001-11-28T09:00:00Z,NA,NA
Hurricane,Olga,16,2001-11-28T15:00:00Z,NA,NA
Hurricane,Olga,17,2001-11-28T21:00:00Z,NA,NA
Hurricane,Olga,18,2001-11-29T03:00:00Z,NA,NA
Tropical Storm,Olga,19,2001-11-29T09:00:00Z,NA,NA
Tropical Storm,Olga,20,2001-11-29T15:00:00Z,NA,NA
Tropical Storm,Olga,21,2001-11-29T21:00:00Z,NA,NA
Tropical Storm,Olga,22,2001-11-30T03:00:00Z,NA,NA
Tropical Storm,Olga,23,2001-11-30T09:00:00Z,NA,NA
Tropical Depression,Olga,24,2001-11-30T15:00:00Z,NA,NA
Tropical Depression,Olga,25,2001-11-30T21:00:00Z,NA,NA
Tropical Depression,Olga,26,2001-12-01T03:00:00Z,NA,NA
Tropical Depression,Olga,27,2001-12-01T09:00:00Z,NA,NA
Tropical Depression,Olga,28,2001-12-01T15:00:00Z,NA,NA
Tropical Depression,Olga,29,2001-12-01T21:00:00Z,NA,NA
Tropical Storm,Olga,30,2001-12-02T03:00:00Z,NA,NA
Tropical Storm,Olga,31,2001-12-02T09:00:00Z,NA,NA
Tropical Storm,Olga,32,2001-12-02T15:00:00Z,NA,NA
Tropical Storm,Olga,33,2001-12-02T21:00:00Z,NA,NA
Tropical Storm,Olga,34,2001-12-03T03:00:00Z,NA,NA
Tropical Storm,Olga,35,2001-12-03T09:00:00Z,NA,NA
Tropical Storm,Olga,36,2001-12-03T15:00:00Z,NA,NA
Tropical Storm,Olga,37,2001-12-03T21:00:00Z,NA,NA
Tropical Depression,Olga,38,2001-12-04T03:00:00Z,NA,NA
Tropical Depression,Olga,39,2001-12-04T09:00:00Z,NA,NA
Tropical Depression,Olga,40,2001-12-04T15:00:00Z,NA,NA
Tropical Depression,Olga,41,2001-12-04T21:00:00Z,NA,NA
Hurricane,Adolph,10,2001-05-28T03:00:00Z,NA,NA
Hurricane,Adolph,10A,2001-05-28T06:00:00Z,NA,NA
Hurricane,Adolph,11,2001-05-28T09:00:00Z,NA,NA
