Status,Name,Adv,Date,Key,Contents
Hurricane,Karl,16,1998-09-27T15:00:00Z,NA,NA
Hurricane,Karl,17,1998-09-27T21:00:00Z,NA,NA
Tropical Storm,Karl,18,1998-09-28T03:00:00Z,NA,NA
Tropical Storm,Lisa,1,1998-10-05T21:00:00Z,NA,NA
Tropical Storm,Lisa,2,1998-10-06T03:00:00Z,NA,NA
Tropical Storm,Lisa,3,1998-10-06T09:00:00Z,NA,NA
Tropical Storm,Lisa,4,1998-10-06T15:00:00Z,NA,NA
Tropical Storm,Lisa,5,1998-10-06T21:00:00Z,NA,NA
Tropical Storm,Lisa,6,1998-10-07T03:00:00Z,NA,NA
Tropical Storm,Lisa,7,1998-10-07T09:00:00Z,NA,NA
