Key,Adv,Date,WindField,NE,SE,SW,NW
AL142012,67,2012-09-29T09:00:00Z,50,40,30,30,40
AL142012,68,2012-09-29T15:00:00Z,34,100,70,60,80
AL142012,68,2012-09-29T15:00:00Z,50,40,30,30,40
AL142012,68,2012-09-29T15:00:00Z,64,25,20,0,0
AL142012,69,2012-09-29T21:00:00Z,34,100,70,60,80
AL142012,69,2012-09-29T21:00:00Z,50,40,30,30,40
AL142012,69,2012-09-29T21:00:00Z,64,25,20,0,0
AL142012,70,2012-09-30T03:00:00Z,34,100,70,60,80
AL142012,70,2012-09-30T03:00:00Z,50,40,30,30,40
AL142012,70,2012-09-30T03:00:00Z,64,25,20,0,0
AL142012,71,2012-09-30T09:00:00Z,34,100,70,60,80
AL142012,71,2012-09-30T09:00:00Z,50,50,40,30,40
AL142012,71,2012-09-30T09:00:00Z,64,30,25,0,0
AL142012,72,2012-09-30T15:00:00Z,34,100,70,60,80
AL142012,72,2012-09-30T15:00:00Z,50,40,30,30,40
AL142012,72,2012-09-30T15:00:00Z,64,25,20,10,20
AL142012,73,2012-09-30T21:00:00Z,34,110,90,70,80
AL142012,73,2012-09-30T21:00:00Z,50,50,40,40,40
AL142012,73,2012-09-30T21:00:00Z,64,30,25,20,25
AL142012,74,2012-10-01T03:00:00Z,34,110,90,70,80
AL142012,74,2012-10-01T03:00:00Z,50,50,40,40,40
AL142012,74,2012-10-01T03:00:00Z,64,30,25,20,25
AL142012,75,2012-10-01T09:00:00Z,34,110,90,70,90
AL142012,75,2012-10-01T09:00:00Z,50,50,40,40,50
AL142012,75,2012-10-01T09:00:00Z,64,30,0,0,0
AL142012,76,2012-10-01T15:00:00Z,34,110,90,80,90
AL142012,76,2012-10-01T15:00:00Z,50,50,50,0,50
AL142012,77,2012-10-01T21:00:00Z,34,110,90,80,90
AL142012,77,2012-10-01T21:00:00Z,50,50,50,0,50
AL142012,78,2012-10-02T03:00:00Z,34,100,100,100,100
AL142012,78,2012-10-02T03:00:00Z,50,40,40,40,40
AL142012,79,2012-10-02T09:00:00Z,34,100,100,100,100
AL142012,79,2012-10-02T09:00:00Z,50,40,40,40,40
AL142012,80,2012-10-02T15:00:00Z,34,70,80,80,70
AL142012,80,2012-10-02T15:00:00Z,50,20,40,30,20
AL142012,81,2012-10-02T21:00:00Z,34,70,80,80,70
AL142012,81,2012-10-02T21:00:00Z,50,20,40,30,20
AL142012,82,2012-10-03T03:00:00Z,34,70,80,80,60
AL142012,83,2012-10-03T09:00:00Z,34,70,80,80,60
AL142012,84,2012-10-03T15:00:00Z,34,90,90,90,60
AL142012,85,2012-10-03T21:00:00Z,34,90,90,90,60
AL142012,86,2012-10-04T03:00:00Z,34,100,120,90,60
AL142012,87,2012-10-04T09:00:00Z,34,100,120,90,60
AL142012,88,2012-10-04T15:00:00Z,34,150,160,0,0
AL142013,1,2013-11-18T15:00:00Z,34,200,0,90,240
AL142013,2,2013-11-18T21:00:00Z,34,300,250,150,270
AL142013,2,2013-11-18T21:00:00Z,50,0,60,90,90
AL142013,3,2013-11-19T03:00:00Z,34,270,240,180,240
AL142013,3,2013-11-19T03:00:00Z,50,90,90,0,90
AL142013,4,2013-11-19T09:00:00Z,34,270,240,180,240
AL142013,4,2013-11-19T09:00:00Z,50,120,120,50,90
AL142013,5,2013-11-19T15:00:00Z,34,240,170,170,200
AL142013,5,2013-11-19T15:00:00Z,50,100,100,50,60
AL142013,6,2013-11-19T21:00:00Z,34,240,150,150,200
AL142013,6,2013-11-19T21:00:00Z,50,90,90,50,60
AL142013,7,2013-11-20T03:00:00Z,34,210,180,160,200
AL142013,8,2013-11-20T09:00:00Z,34,120,180,160,120
AL142013,9,2013-11-20T15:00:00Z,34,120,180,160,120
AL142013,9,2013-11-20T15:00:00Z,50,0,30,0,0
AL142013,10,2013-11-20T21:00:00Z,34,50,180,120,120
AL142013,11,2013-11-21T03:00:00Z,34,50,210,150,120
AL142013,12,2013-11-21T09:00:00Z,34,50,210,150,120
AL142013,13,2013-11-21T15:00:00Z,34,50,210,150,120
AL142013,14,2013-11-21T21:00:00Z,34,90,210,240,180
AL142013,14,2013-11-21T21:00:00Z,50,0,100,100,0
AL142013,15,2013-11-22T03:00:00Z,34,0,210,210,0
AL142016,1,2016-09-28T15:00:00Z,34,180,90,0,60
AL142016,1,2016-09-28T15:00:00Z,50,120,0,0,0
AL142016,2,2016-09-28T21:00:00Z,34,180,100,0,90
AL142016,2,2016-09-28T21:00:00Z,50,100,0,0,0
AL142016,3,2016-09-29T03:00:00Z,34,160,100,0,90
AL142016,3,2016-09-29T03:00:00Z,50,75,0,0,0
AL142016,4,2016-09-29T09:00:00Z,34,160,100,0,90
AL142016,4,2016-09-29T09:00:00Z,50,75,0,0,75
AL142016,5,2016-09-29T15:00:00Z,34,180,120,50,150
AL142016,5,2016-09-29T15:00:00Z,50,100,0,0,50
AL142016,6,2016-09-29T21:00:00Z,34,160,100,50,140
AL142016,6,2016-09-29T21:00:00Z,50,110,0,0,60
AL142016,6,2016-09-29T21:00:00Z,64,60,0,0,20
AL142016,7,2016-09-30T03:00:00Z,34,160,100,50,140
AL142016,7,2016-09-30T03:00:00Z,50,90,0,25,60
AL142016,7,2016-09-30T03:00:00Z,64,40,0,15,20
AL142016,8,2016-09-30T06:00:00Z,34,160,100,50,140
AL142016,8,2016-09-30T06:00:00Z,50,90,30,20,60
AL142016,8,2016-09-30T06:00:00Z,64,40,15,15,30
AL142016,9,2016-09-30T09:00:00Z,34,160,100,50,140
AL142016,9,2016-09-30T09:00:00Z,50,80,30,30,60
AL142016,9,2016-09-30T09:00:00Z,64,40,15,15,30
AL142016,10,2016-09-30T15:00:00Z,34,170,100,50,170
AL142016,10,2016-09-30T15:00:00Z,50,80,30,30,80
AL142016,10,2016-09-30T15:00:00Z,64,30,20,20,30
AL142016,11,2016-09-30T21:00:00Z,34,170,70,50,170
AL142016,11,2016-09-30T21:00:00Z,50,90,30,30,70
AL142016,11,2016-09-30T21:00:00Z,64,30,20,20,30
AL142016,12,2016-10-01T03:00:00Z,34,180,60,50,170
AL142016,12,2016-10-01T03:00:00Z,50,80,30,30,75
AL142016,12,2016-10-01T03:00:00Z,64,30,20,20,40
AL142016,13,2016-10-01T09:00:00Z,34,180,60,50,170
AL142016,13,2016-10-01T09:00:00Z,50,80,30,30,70
AL142016,13,2016-10-01T09:00:00Z,64,30,20,20,40
AL142016,14,2016-10-01T15:00:00Z,34,180,60,50,170
AL142016,14,2016-10-01T15:00:00Z,50,70,40,30,70
AL142016,14,2016-10-01T15:00:00Z,64,25,20,20,25
AL142016,15,2016-10-01T21:00:00Z,34,180,60,60,170
AL142016,15,2016-10-01T21:00:00Z,50,50,40,30,50
AL142016,15,2016-10-01T21:00:00Z,64,20,20,15,15
AL142016,16,2016-10-02T03:00:00Z,34,180,60,60,170
AL142016,16,2016-10-02T03:00:00Z,50,50,40,30,50
AL142016,16,2016-10-02T03:00:00Z,64,20,20,15,15
AL142016,17,2016-10-02T09:00:00Z,34,180,60,60,160
AL142016,17,2016-10-02T09:00:00Z,50,50,40,30,50
AL142016,17,2016-10-02T09:00:00Z,64,20,20,15,15
AL142016,18,2016-10-02T15:00:00Z,34,180,60,60,120
AL142016,18,2016-10-02T15:00:00Z,50,60,40,30,50
AL142016,18,2016-10-02T15:00:00Z,64,30,20,15,20
AL142016,19,2016-10-02T21:00:00Z,34,180,60,60,120
AL142016,19,2016-10-02T21:00:00Z,50,60,40,30,50
AL142016,19,2016-10-02T21:00:00Z,64,30,20,15,20
AL142016,NA,2016-10-03T03:00:00Z,34,170,60,60,100
AL142016,NA,2016-10-03T03:00:00Z,50,50,40,30,40
AL142016,NA,2016-10-03T03:00:00Z,64,20,20,20,20
AL142016,21,2016-10-03T09:00:00Z,34,170,100,90,110
AL142016,21,2016-10-03T09:00:00Z,50,50,50,40,50
AL142016,21,2016-10-03T09:00:00Z,64,25,25,20,25
AL142016,22,2016-10-03T15:00:00Z,34,160,100,90,110
AL142016,22,2016-10-03T15:00:00Z,50,60,50,40,50
AL142016,22,2016-10-03T15:00:00Z,64,30,30,20,30
AL142016,23,2016-10-03T21:00:00Z,34,160,100,90,120
AL142016,23,2016-10-03T21:00:00Z,50,70,50,50,50
AL142016,23,2016-10-03T21:00:00Z,64,35,30,30,30
AL142016,24,2016-10-04T03:00:00Z,34,160,100,90,120
AL142016,24,2016-10-04T03:00:00Z,50,70,60,50,50
AL142016,24,2016-10-04T03:00:00Z,64,35,30,30,30
AL142016,25,2016-10-04T09:00:00Z,34,160,150,100,120
AL142016,25,2016-10-04T09:00:00Z,50,70,70,50,50
AL142016,25,2016-10-04T09:00:00Z,64,35,35,30,30
AL142016,26,2016-10-04T15:00:00Z,34,160,150,100,120
AL142016,26,2016-10-04T15:00:00Z,50,70,70,50,80
AL142016,26,2016-10-04T15:00:00Z,64,50,40,30,50
AL142016,27,2016-10-04T21:00:00Z,34,100,150,80,80
AL142016,27,2016-10-04T21:00:00Z,50,60,60,50,60
AL142016,27,2016-10-04T21:00:00Z,64,40,40,40,40
AL142016,28,2016-10-05T03:00:00Z,34,140,150,80,100
AL142016,28,2016-10-05T03:00:00Z,50,60,60,50,60
AL142016,28,2016-10-05T03:00:00Z,64,40,40,40,40
AL142016,29,2016-10-05T09:00:00Z,34,140,140,80,90
AL142016,29,2016-10-05T09:00:00Z,50,60,60,50,60
AL142016,29,2016-10-05T09:00:00Z,64,35,35,35,35
AL142016,30,2016-10-05T15:00:00Z,34,150,140,80,90
AL142016,30,2016-10-05T15:00:00Z,50,70,50,50,60
AL142016,30,2016-10-05T15:00:00Z,64,40,30,30,40
AL142016,31,2016-10-05T21:00:00Z,34,150,120,60,90
AL142016,31,2016-10-05T21:00:00Z,50,70,40,40,50
AL142016,31,2016-10-05T21:00:00Z,64,40,30,30,40
AL142016,32,2016-10-06T03:00:00Z,34,150,120,60,90
AL142016,32,2016-10-06T03:00:00Z,50,70,40,40,50
AL142016,32,2016-10-06T03:00:00Z,64,40,30,30,40
AL142016,33,2016-10-06T09:00:00Z,34,140,130,70,90
AL142016,33,2016-10-06T09:00:00Z,50,70,70,40,40
AL142016,33,2016-10-06T09:00:00Z,64,35,30,25,25
AL142016,34,2016-10-06T15:00:00Z,34,140,130,70,100
AL142016,34,2016-10-06T15:00:00Z,50,70,70,40,70
AL142016,34,2016-10-06T15:00:00Z,64,50,40,30,50
AL142016,35,2016-10-06T21:00:00Z,34,160,130,70,120
AL142016,35,2016-10-06T21:00:00Z,50,70,70,40,70
AL142016,35,2016-10-06T21:00:00Z,64,50,40,30,50
AL142016,36,2016-10-07T03:00:00Z,34,160,140,90,120
AL142016,36,2016-10-07T03:00:00Z,50,70,70,50,70
AL142016,36,2016-10-07T03:00:00Z,64,50,40,30,50
AL142016,37,2016-10-07T09:00:00Z,34,160,140,80,120
AL142016,37,2016-10-07T09:00:00Z,50,70,70,50,70
AL142016,37,2016-10-07T09:00:00Z,64,50,40,30,50
AL142016,38,2016-10-07T15:00:00Z,34,160,140,80,120
AL142016,38,2016-10-07T15:00:00Z,50,80,70,60,60
AL142016,38,2016-10-07T15:00:00Z,64,50,40,40,40
AL142016,39,2016-10-07T21:00:00Z,34,160,140,80,120
AL142016,39,2016-10-07T21:00:00Z,50,80,70,60,60
AL142016,39,2016-10-07T21:00:00Z,64,50,40,40,40
AL142016,40,2016-10-08T03:00:00Z,34,160,140,80,100
AL142016,40,2016-10-08T03:00:00Z,50,80,70,50,50
AL142016,40,2016-10-08T03:00:00Z,64,50,50,35,35
AL142016,41,2016-10-08T09:00:00Z,34,160,140,80,70
AL142016,41,2016-10-08T09:00:00Z,50,80,70,50,40
AL142016,41,2016-10-08T09:00:00Z,64,40,40,20,25
AL142016,42,2016-10-08T15:00:00Z,34,160,140,80,70
AL142016,42,2016-10-08T15:00:00Z,50,60,50,30,30
AL142016,42,2016-10-08T15:00:00Z,64,20,20,0,0
AL142016,43,2016-10-08T21:00:00Z,34,160,140,70,70
AL142016,43,2016-10-08T21:00:00Z,50,60,80,30,20
AL142016,43,2016-10-08T21:00:00Z,64,20,20,15,0
AL142016,44,2016-10-09T03:00:00Z,34,160,140,120,70
AL142016,44,2016-10-09T03:00:00Z,50,70,80,90,30
AL142016,44,2016-10-09T03:00:00Z,64,0,0,60,0
AL142016,45,2016-10-09T09:00:00Z,34,210,180,150,90
AL142016,45,2016-10-09T09:00:00Z,50,70,80,110,30
AL142016,45,2016-10-09T09:00:00Z,64,0,0,60,0
AL142016,46,2016-10-09T15:00:00Z,34,210,180,200,160
AL142016,46,2016-10-09T15:00:00Z,50,40,60,90,90
AL142016,46,2016-10-09T15:00:00Z,64,0,0,60,0
AL142016,47,2016-10-09T21:00:00Z,34,210,150,180,210
AL142016,47,2016-10-09T21:00:00Z,50,40,60,100,120
AL142016,47,2016-10-09T21:00:00Z,64,0,0,60,80
AL151999,5,1999-10-29T21:00:00Z,34,0,0,40,40
AL152000,5,2000-09-29T21:00:00Z,34,75,75,0,75
AL152000,6,2000-09-30T03:00:00Z,34,75,75,0,75
AL152000,7,2000-09-30T09:00:00Z,34,120,75,40,60
AL152000,7,2000-09-30T09:00:00Z,50,50,30,10,20
AL152000,8,2000-09-30T15:00:00Z,34,120,100,75,100
AL152000,8,2000-09-30T15:00:00Z,50,50,50,50,50
AL152000,8,2000-09-30T15:00:00Z,64,25,25,25,25
AL152000,9,2000-09-30T21:00:00Z,34,120,120,75,100
AL152000,9,2000-09-30T21:00:00Z,50,50,50,50,50
AL152000,9,2000-09-30T21:00:00Z,64,30,30,30,30
AL152000,10,2000-10-01T03:00:00Z,34,120,120,120,75
AL152000,10,2000-10-01T03:00:00Z,50,50,50,50,50
AL152000,10,2000-10-01T03:00:00Z,64,30,30,30,30
AL152000,11,2000-10-01T09:00:00Z,34,120,120,120,100
AL152000,11,2000-10-01T09:00:00Z,50,50,50,50,50
AL152000,11,2000-10-01T09:00:00Z,64,30,30,30,30
AL152000,12,2000-10-01T15:00:00Z,34,120,120,120,100
AL152000,12,2000-10-01T15:00:00Z,50,45,45,45,45
AL152000,12,2000-10-01T15:00:00Z,64,30,30,30,30
AL152000,13,2000-10-01T21:00:00Z,34,90,90,90,90
AL152000,13,2000-10-01T21:00:00Z,50,35,35,35,35
AL152000,13,2000-10-01T21:00:00Z,64,20,20,20,20
AL152000,14,2000-10-02T03:00:00Z,34,90,90,90,90
AL152000,14,2000-10-02T03:00:00Z,50,40,40,40,40
AL152000,14,2000-10-02T03:00:00Z,64,25,25,25,25
AL152000,15,2000-10-02T09:00:00Z,34,70,70,45,45
AL152000,15,2000-10-02T09:00:00Z,50,40,40,25,25
AL152000,15,2000-10-02T09:00:00Z,64,20,20,10,10
AL152000,16,2000-10-02T15:00:00Z,34,60,90,90,45
AL152000,16,2000-10-02T15:00:00Z,50,30,30,30,30
AL152000,16,2000-10-02T15:00:00Z,64,15,15,15,15
AL152000,17,2000-10-02T21:00:00Z,34,45,90,90,45
AL152000,17,2000-10-02T21:00:00Z,50,25,25,25,25
AL152000,17,2000-10-02T21:00:00Z,64,15,15,15,15
AL152000,18,2000-10-03T03:00:00Z,34,45,90,45,45
AL152000,18,2000-10-03T03:00:00Z,50,25,25,25,25
AL152000,19,2000-10-03T09:00:00Z,34,40,70,40,40
AL152000,25,2000-10-04T21:00:00Z,34,120,90,90,90
AL152000,26,2000-10-05T03:00:00Z,34,150,90,90,120
AL152000,26,2000-10-05T03:00:00Z,50,45,30,30,30
AL152000,27,2000-10-05T09:00:00Z,34,150,125,125,125
AL152000,27,2000-10-05T09:00:00Z,50,60,60,30,60
AL152000,27,2000-10-05T09:00:00Z,64,30,30,0,30
AL152000,28,2000-10-05T15:00:00Z,34,150,120,90,120
AL152000,28,2000-10-05T15:00:00Z,50,90,30,30,45
AL152000,28,2000-10-05T15:00:00Z,64,45,25,0,25
AL152000,29,2000-10-05T21:00:00Z,34,150,120,75,75
AL152000,29,2000-10-05T21:00:00Z,50,90,50,0,30
AL152000,29,2000-10-05T21:00:00Z,64,45,0,0,0
AL152000,30,2000-10-06T03:00:00Z,34,120,120,40,40
AL152001,10,2001-11-01T03:00:00Z,34,75,75,0,75
AL152001,11,2001-11-01T09:00:00Z,34,90,75,50,50
AL152001,11,2001-11-01T09:00:00Z,50,30,30,30,30
AL152001,12,2001-11-01T15:00:00Z,34,90,75,50,90
AL152001,12,2001-11-01T15:00:00Z,50,30,30,30,50
AL152001,13,2001-11-01T21:00:00Z,34,100,45,45,90
AL152001,13,2001-11-01T21:00:00Z,50,30,30,30,30
AL152001,14,2001-11-02T03:00:00Z,34,100,45,45,90
AL152001,14,2001-11-02T03:00:00Z,50,30,30,30,30
AL152001,15,2001-11-02T09:00:00Z,34,100,75,45,75
AL152001,15,2001-11-02T09:00:00Z,50,30,30,30,30
AL152001,16,2001-11-02T15:00:00Z,34,100,100,60,75
AL152001,16,2001-11-02T15:00:00Z,50,30,30,30,30
AL152001,16,2001-11-02T15:00:00Z,64,15,15,15,15
AL152001,17,2001-11-02T21:00:00Z,34,100,100,60,90
AL152001,17,2001-11-02T21:00:00Z,50,30,40,30,30
AL152001,17,2001-11-02T21:00:00Z,64,20,20,20,20
AL152001,18,2001-11-03T03:00:00Z,34,125,125,90,90
AL152001,18,2001-11-03T03:00:00Z,50,40,40,40,40
AL152001,18,2001-11-03T03:00:00Z,64,25,25,25,25
AL152001,19,2001-11-03T09:00:00Z,34,125,125,90,125
AL152001,19,2001-11-03T09:00:00Z,50,40,40,40,50
AL152001,19,2001-11-03T09:00:00Z,64,25,25,25,25
AL152001,20,2001-11-03T15:00:00Z,34,125,125,125,125
AL152001,20,2001-11-03T15:00:00Z,50,50,50,90,90
AL152001,20,2001-11-03T15:00:00Z,64,25,25,25,25
AL152001,21,2001-11-03T21:00:00Z,34,125,125,125,125
AL152001,21,2001-11-03T21:00:00Z,50,75,75,75,75
AL152001,21,2001-11-03T21:00:00Z,64,30,30,30,30
AL152001,22,2001-11-04T03:00:00Z,34,125,125,125,125
AL152001,22,2001-11-04T03:00:00Z,50,75,75,75,75
AL152001,22,2001-11-04T03:00:00Z,64,40,40,40,40
AL152001,23,2001-11-04T09:00:00Z,34,140,125,125,140
AL152001,23,2001-11-04T09:00:00Z,50,75,75,75,75
AL152001,23,2001-11-04T09:00:00Z,64,40,40,40,40
AL152001,24,2001-11-04T15:00:00Z,34,140,125,125,140
AL152001,24,2001-11-04T15:00:00Z,50,75,75,75,75
AL152001,24,2001-11-04T15:00:00Z,64,40,40,40,40
AL152001,25,2001-11-04T21:00:00Z,34,180,125,125,180
AL152001,25,2001-11-04T21:00:00Z,50,75,75,75,75
AL152001,25,2001-11-04T21:00:00Z,64,50,50,50,50
AL152001,26,2001-11-05T03:00:00Z,34,150,125,125,150
AL152001,26,2001-11-05T03:00:00Z,50,75,75,75,75
AL152001,26,2001-11-05T03:00:00Z,64,45,45,45,45
AL152001,27,2001-11-05T09:00:00Z,34,170,125,125,170
AL152001,27,2001-11-05T09:00:00Z,50,75,75,75,75
AL152001,27,2001-11-05T09:00:00Z,64,45,45,45,45
AL152001,28,2001-11-05T15:00:00Z,34,175,150,150,200
AL152001,28,2001-11-05T15:00:00Z,50,150,100,0,150
AL152001,28,2001-11-05T15:00:00Z,64,125,75,0,0
AL152001,29,2001-11-05T21:00:00Z,34,200,150,150,200
AL152001,29,2001-11-05T21:00:00Z,50,150,75,75,150
AL152001,29,2001-11-05T21:00:00Z,64,60,60,60,60
AL152001,31,2001-11-06T09:00:00Z,34,250,250,175,200
AL152001,31,2001-11-06T09:00:00Z,50,150,150,150,150
AL152001,31,2001-11-06T09:00:00Z,64,50,100,90,110
AL152001,32,2001-11-06T15:00:00Z,34,250,250,175,200
AL152001,32,2001-11-06T15:00:00Z,50,150,150,150,150
AL152001,32,2001-11-06T15:00:00Z,64,50,100,100,120
AL152001,33,2001-11-06T21:00:00Z,34,200,200,200,200
AL152001,33,2001-11-06T21:00:00Z,50,150,150,150,150
AL152001,33,2001-11-06T21:00:00Z,64,50,100,100,120
AL152003,2,2003-09-25T21:00:00Z,34,175,100,20,120
AL152003,3,2003-09-26T03:00:00Z,34,175,100,50,120
AL152003,3,2003-09-26T03:00:00Z,50,20,20,0,20
AL152003,4,2003-09-26T09:00:00Z,34,175,100,50,120
AL152003,4,2003-09-26T09:00:00Z,50,20,20,20,20
AL152003,5,2003-09-26T15:00:00Z,34,175,100,50,120
AL152003,5,2003-09-26T15:00:00Z,50,25,25,25,25
AL152003,5,2003-09-26T15:00:00Z,64,15,15,15,15
AL152003,6,2003-09-26T21:00:00Z,34,175,100,50,120
AL152003,6,2003-09-26T21:00:00Z,50,30,30,30,30
AL152003,6,2003-09-26T21:00:00Z,64,20,20,20,20
AL152003,7,2003-09-27T03:00:00Z,34,175,100,50,120
AL152003,7,2003-09-27T03:00:00Z,50,30,30,30,30
AL152003,7,2003-09-27T03:00:00Z,64,20,20,20,20
AL152003,8,2003-09-27T09:00:00Z,34,175,100,60,120
AL152003,8,2003-09-27T09:00:00Z,50,40,40,30,40
AL152003,8,2003-09-27T09:00:00Z,64,20,20,20,20
AL152003,9,2003-09-27T15:00:00Z,34,175,100,60,120
AL152003,9,2003-09-27T15:00:00Z,50,40,40,30,40
AL152003,9,2003-09-27T15:00:00Z,64,20,20,20,20
AL152003,10,2003-09-27T21:00:00Z,34,175,120,60,120
AL152003,10,2003-09-27T21:00:00Z,50,40,40,40,40
AL152003,10,2003-09-27T21:00:00Z,64,25,25,25,25
AL152003,11,2003-09-28T03:00:00Z,34,175,120,50,120
AL152003,11,2003-09-28T03:00:00Z,50,50,50,50,50
AL152003,11,2003-09-28T03:00:00Z,64,30,30,30,30
AL152003,12,2003-09-28T09:00:00Z,34,175,120,80,120
AL152003,12,2003-09-28T09:00:00Z,50,50,50,50,50
AL152003,12,2003-09-28T09:00:00Z,64,30,30,30,30
AL152003,13,2003-09-28T15:00:00Z,34,200,150,100,200
AL152003,13,2003-09-28T15:00:00Z,50,60,60,60,60
AL152003,13,2003-09-28T15:00:00Z,64,30,30,30,30
AL152003,14,2003-09-28T21:00:00Z,34,200,150,100,120
AL152003,14,2003-09-28T21:00:00Z,50,60,60,60,60
AL152003,14,2003-09-28T21:00:00Z,64,30,30,30,30
AL152003,15,2003-09-29T03:00:00Z,34,150,100,100,100
AL152003,15,2003-09-29T03:00:00Z,50,60,60,60,60
AL152003,15,2003-09-29T03:00:00Z,64,30,30,30,30
AL152003,16,2003-09-29T09:00:00Z,34,150,150,100,150
AL152003,16,2003-09-29T09:00:00Z,50,80,80,40,40
AL152004,NA,2004-10-10T09:00:00Z,34,300,0,0,150
AL152004,NA,2004-10-10T15:00:00Z,34,75,100,175,175
AL152004,3,2004-10-10T21:00:00Z,34,75,100,175,175
AL152004,4,2004-10-11T03:00:00Z,34,100,100,75,75
AL152004,5,2004-10-11T09:00:00Z,34,100,100,75,75
AL152004,NA,2004-10-11T15:00:00Z,34,175,175,150,225
AL152004,7,2004-10-11T21:00:00Z,34,200,200,200,200
AL152005,NA,2005-09-06T03:00:00Z,34,40,40,40,40
AL152005,3,2005-09-06T09:00:00Z,34,40,40,40,40
AL152005,4,2005-09-06T15:00:00Z,34,40,40,40,40
AL152005,4,2005-09-06T15:00:00Z,50,25,25,25,25
AL152005,5,2005-09-06T21:00:00Z,34,60,60,40,60
AL152005,5,2005-09-06T21:00:00Z,50,30,30,20,30
AL152005,6,2005-09-07T03:00:00Z,34,80,60,40,60
AL152005,6,2005-09-07T03:00:00Z,50,40,30,20,30
AL152005,NA,2005-09-07T09:00:00Z,34,80,60,40,60
AL152005,NA,2005-09-07T09:00:00Z,50,40,30,20,30
AL152005,8,2005-09-07T15:00:00Z,34,100,100,60,80
AL152005,8,2005-09-07T15:00:00Z,50,40,40,30,40
AL152005,8,2005-09-07T15:00:00Z,64,20,20,0,20
AL152005,9,2005-09-07T21:00:00Z,34,100,100,60,80
AL152005,9,2005-09-07T21:00:00Z,50,40,40,30,40
AL152005,9,2005-09-07T21:00:00Z,64,20,20,20,20
AL152005,10,2005-09-08T03:00:00Z,34,100,100,60,80
AL152005,10,2005-09-08T03:00:00Z,50,40,40,30,40
AL152005,10,2005-09-08T03:00:00Z,64,20,20,20,20
AL152005,11,2005-09-08T09:00:00Z,34,100,100,60,80
AL152005,11,2005-09-08T09:00:00Z,50,40,40,30,40
AL152005,11,2005-09-08T09:00:00Z,64,20,20,20,20
AL152005,12,2005-09-08T15:00:00Z,34,120,120,60,60
AL152005,12,2005-09-08T15:00:00Z,50,40,40,40,40
AL152005,12,2005-09-08T15:00:00Z,64,20,20,20,20
AL152005,13,2005-09-08T21:00:00Z,34,120,120,60,60
AL152005,13,2005-09-08T21:00:00Z,50,40,40,40,40
AL152005,13,2005-09-08T21:00:00Z,64,20,20,20,20
AL152005,14,2005-09-09T03:00:00Z,34,200,180,90,120
AL152005,14,2005-09-09T03:00:00Z,50,75,75,30,75
AL152005,14,2005-09-09T03:00:00Z,64,25,25,20,20
AL152005,15,2005-09-09T09:00:00Z,34,240,180,90,120
AL152005,15,2005-09-09T09:00:00Z,50,120,90,30,75
AL152005,15,2005-09-09T09:00:00Z,64,60,50,20,50
AL152005,16,2005-09-09T15:00:00Z,34,150,210,180,120
AL152005,16,2005-09-09T15:00:00Z,50,90,120,90,45
AL152005,17,2005-09-09T21:00:00Z,34,150,210,180,120
AL152005,17,2005-09-09T21:00:00Z,50,90,120,90,45
AL152005,18,2005-09-10T03:00:00Z,34,150,180,150,120
AL152005,18,2005-09-10T03:00:00Z,50,90,120,90,45
AL152005,19,2005-09-10T09:00:00Z,34,150,180,150,120
AL152005,20,2005-09-10T15:00:00Z,34,75,175,175,125
AL152008,6,2008-10-14T21:00:00Z,34,60,80,40,20
AL152008,6,2008-10-14T21:00:00Z,50,30,40,20,0
AL152008,7,2008-10-15T03:00:00Z,34,60,80,40,20
AL152008,7,2008-10-15T03:00:00Z,50,30,40,20,0
AL152008,7,2008-10-15T03:00:00Z,64,15,15,0,0
AL152008,8,2008-10-15T09:00:00Z,34,60,90,50,30
AL152008,8,2008-10-15T09:00:00Z,50,30,40,30,0
AL152008,8,2008-10-15T09:00:00Z,64,15,15,15,0
AL152008,9,2008-10-15T15:00:00Z,34,90,90,100,70
AL152008,9,2008-10-15T15:00:00Z,50,40,45,25,30
AL152008,9,2008-10-15T15:00:00Z,64,15,15,15,15
AL152008,10,2008-10-15T21:00:00Z,34,90,100,100,70
AL152008,10,2008-10-15T21:00:00Z,50,40,45,30,30
AL152008,10,2008-10-15T21:00:00Z,64,15,15,10,10
AL152008,11,2008-10-16T03:00:00Z,34,90,100,100,70
AL152008,11,2008-10-16T03:00:00Z,50,40,50,40,30
AL152008,11,2008-10-16T03:00:00Z,64,30,30,30,15
AL152008,12,2008-10-16T09:00:00Z,34,100,100,100,60
AL152008,12,2008-10-16T09:00:00Z,50,50,50,40,30
AL152008,12,2008-10-16T09:00:00Z,64,30,30,30,15
AL152008,13,2008-10-16T15:00:00Z,34,90,120,75,60
AL152008,13,2008-10-16T15:00:00Z,50,50,75,40,30
AL152008,13,2008-10-16T15:00:00Z,64,30,45,30,15
AL152008,14,2008-10-16T21:00:00Z,34,90,120,60,60
AL152008,14,2008-10-16T21:00:00Z,50,50,75,30,30
AL152008,14,2008-10-16T21:00:00Z,64,30,30,0,0
AL152008,15,2008-10-17T03:00:00Z,34,125,125,50,60
AL152008,15,2008-10-17T03:00:00Z,50,60,75,0,0
AL152008,16,2008-10-17T09:00:00Z,34,100,100,50,60
AL152008,16,2008-10-17T09:00:00Z,50,0,75,0,0
AL152008,17,2008-10-17T15:00:00Z,34,100,75,60,75
AL152008,17,2008-10-17T15:00:00Z,50,60,45,0,45
