Status,Name,Adv,Date,Location,A,B,C,D,E
Tropical Depression,Ten,6,2002-09-17T15:00:00Z,17.0N  80.0W,45,0,0,0,45
Tropical Depression,Ten,6,2002-09-17T15:00:00Z,MNPC 141N 834W,0,1,1,1,3
Tropical Depression,Ten,6,2002-09-17T15:00:00Z,18.0N  81.5W,19,13,0,0,32
Tropical Depression,Ten,6,2002-09-17T15:00:00Z,MMMD 210N 897W,0,0,0,7,7
Tropical Depression,Ten,6,2002-09-17T15:00:00Z,19.0N  83.0W,0,21,5,1,27
Tropical Depression,Ten,6,2002-09-17T15:00:00Z,MARATHON FL,0,0,1,7,8
Tropical Depression,Ten,6,2002-09-17T15:00:00Z,MKJP 179N 768W,15,0,0,0,15
Tropical Depression,Ten,6,2002-09-17T15:00:00Z,MIAMI FL,0,0,0,3,3
Tropical Depression,Ten,6,2002-09-17T15:00:00Z,MKJS 185N 779W,19,0,0,0,19
Tropical Depression,Ten,6,2002-09-17T15:00:00Z,W PALM BEACH FL,0,0,0,2,2
Tropical Depression,Ten,6,2002-09-17T15:00:00Z,MWCG 193N 814W,5,23,1,0,29
Tropical Depression,Ten,6,2002-09-17T15:00:00Z,KEY WEST FL,0,0,2,8,10
Tropical Depression,Ten,6,2002-09-17T15:00:00Z,MUCM 214N 779W,0,1,1,2,4
Tropical Depression,Ten,6,2002-09-17T15:00:00Z,MARCO ISLAND FL,0,0,0,6,6
Tropical Depression,Ten,6,2002-09-17T15:00:00Z,MUCF 221N 805W,0,4,6,4,14
Tropical Depression,Ten,6,2002-09-17T15:00:00Z,FT MYERS FL,0,0,0,5,5
Tropical Depression,Ten,6,2002-09-17T15:00:00Z,MUSN 216N 826W,0,5,13,3,21
Tropical Depression,Ten,6,2002-09-17T15:00:00Z,VENICE FL,0,0,0,4,4
Tropical Depression,Ten,6,2002-09-17T15:00:00Z,MUHA 230N 824W,0,1,8,8,17
Tropical Depression,Ten,6,2002-09-17T15:00:00Z,TAMPA FL,0,0,0,2,2
Tropical Depression,Ten,6,2002-09-17T15:00:00Z,MUAN 219N 850W,0,0,12,9,21
Tropical Depression,Ten,6,2002-09-17T15:00:00Z,GULF 29N 85W,0,0,0,2,2
Tropical Depression,Ten,6,2002-09-17T15:00:00Z,MMCZ 205N 869W,0,0,5,11,16
Tropical Depression,Ten,6,2002-09-17T15:00:00Z,GULF 29N 87W,0,0,0,3,3
Tropical Depression,Ten,6,2002-09-17T15:00:00Z,MZBZ 175N 883W,0,0,1,3,4
Tropical Depression,Ten,6,2002-09-17T15:00:00Z,GULF 28N 89W,0,0,0,3,3
Tropical Depression,Ten,6,2002-09-17T15:00:00Z,MHNJ 165N 859W,0,0,5,4,9
Tropical Depression,Ten,7,2002-09-17T21:00:00Z,17.6N  80.0W,45,0,0,0,45
Tropical Depression,Ten,7,2002-09-17T21:00:00Z,DAYTONA BEACH FL,0,0,0,2,2
Tropical Depression,Ten,7,2002-09-17T21:00:00Z,18.7N  81.4W,20,11,0,1,32
Tropical Depression,Ten,7,2002-09-17T21:00:00Z,KEY WEST FL,0,0,5,10,15
Tropical Depression,Ten,7,2002-09-17T21:00:00Z,20.0N  83.0W,0,20,7,1,28
Tropical Depression,Ten,7,2002-09-17T21:00:00Z,MARCO ISLAND FL,0,0,1,10,11
Tropical Depression,Ten,7,2002-09-17T21:00:00Z,MKJP 179N 768W,21,0,1,0,22
Tropical Depression,Ten,7,2002-09-17T21:00:00Z,FT MYERS FL,0,0,0,10,10
Tropical Depression,Ten,7,2002-09-17T21:00:00Z,MKJS 185N 779W,28,0,0,0,28
Tropical Depression,Ten,7,2002-09-17T21:00:00Z,VENICE FL,0,0,0,10,10
Tropical Depression,Ten,7,2002-09-17T21:00:00Z,MWCG 193N 814W,12,18,1,0,31
Tropical Depression,Ten,7,2002-09-17T21:00:00Z,TAMPA FL,0,0,0,7,7
Tropical Depression,Ten,7,2002-09-17T21:00:00Z,MUCM 214N 779W,0,4,2,2,8
Tropical Depression,Ten,7,2002-09-17T21:00:00Z,CEDAR KEY FL,0,0,0,5,5
Tropical Depression,Ten,7,2002-09-17T21:00:00Z,MUCF 221N 805W,0,8,8,3,19
Tropical Depression,Ten,7,2002-09-17T21:00:00Z,ST MARKS FL,0,0,0,3,3
Tropical Depression,Ten,7,2002-09-17T21:00:00Z,MUSN 216N 826W,0,11,13,2,26
Tropical Depression,Ten,7,2002-09-17T21:00:00Z,APALACHICOLA FL,0,0,0,5,5
Tropical Depression,Ten,7,2002-09-17T21:00:00Z,MUHA 230N 824W,0,2,14,5,21
Tropical Depression,Ten,7,2002-09-17T21:00:00Z,PANAMA CITY FL,0,0,0,5,5
Tropical Depression,Ten,7,2002-09-17T21:00:00Z,MUAN 219N 850W,0,1,16,5,22
Tropical Depression,Ten,7,2002-09-17T21:00:00Z,PENSACOLA FL,0,0,0,3,3
Tropical Depression,Ten,7,2002-09-17T21:00:00Z,MMCZ 205N 869W,0,0,6,6,12
Tropical Depression,Ten,7,2002-09-17T21:00:00Z,MOBILE AL,0,0,0,3,3
Tropical Depression,Ten,7,2002-09-17T21:00:00Z,MHNJ 165N 859W,0,0,1,1,2
Tropical Depression,Ten,7,2002-09-17T21:00:00Z,GULFPORT MS,0,0,0,2,2
Tropical Depression,Ten,7,2002-09-17T21:00:00Z,MYAK 241N 776W,0,0,0,2,2
Tropical Depression,Ten,7,2002-09-17T21:00:00Z,BURAS LA,0,0,0,3,3
Tropical Depression,Ten,7,2002-09-17T21:00:00Z,MMMD 210N 897W,0,0,0,2,2
Tropical Depression,Ten,7,2002-09-17T21:00:00Z,NEW ORLEANS LA,0,0,0,2,2
Tropical Depression,Ten,7,2002-09-17T21:00:00Z,MARATHON FL,0,0,3,10,13
Tropical Depression,Ten,7,2002-09-17T21:00:00Z,GULF 29N 85W,0,0,0,8,8
Tropical Depression,Ten,7,2002-09-17T21:00:00Z,MIAMI FL,0,0,0,7,7
Tropical Depression,Ten,7,2002-09-17T21:00:00Z,GULF 29N 87W,0,0,0,8,8
Tropical Depression,Ten,7,2002-09-17T21:00:00Z,W PALM BEACH FL,0,0,0,4,4
Tropical Depression,Ten,7,2002-09-17T21:00:00Z,GULF 28N 89W,0,0,0,7,7
Tropical Depression,Ten,7,2002-09-17T21:00:00Z,FT PIERCE FL,0,0,0,3,3
Tropical Depression,Ten,7,2002-09-17T21:00:00Z,GULF 28N 91W,0,0,0,2,2
Tropical Depression,Ten,7,2002-09-17T21:00:00Z,COCOA BEACH FL,0,0,0,2,2
Tropical Depression,Ten,8,2002-09-18T03:00:00Z,18.9N  80.0W,55,0,0,0,55
Tropical Depression,Ten,8,2002-09-18T03:00:00Z,FT PIERCE FL,0,0,0,5,5
Tropical Depression,Ten,8,2002-09-18T03:00:00Z,20.0N  81.0W,30,10,0,0,40
Tropical Depression,Ten,8,2002-09-18T03:00:00Z,COCOA BEACH FL,0,0,0,4,4
Tropical Depression,Ten,8,2002-09-18T03:00:00Z,21.5N  82.5W,0,23,10,1,34
Tropical Depression,Ten,8,2002-09-18T03:00:00Z,DAYTONA BEACH FL,0,0,0,3,3
Tropical Depression,Ten,8,2002-09-18T03:00:00Z,MKJP 179N 768W,48,0,0,0,48
Tropical Depression,Ten,8,2002-09-18T03:00:00Z,JACKSONVILLE FL,0,0,0,2,2
Tropical Depression,Ten,8,2002-09-18T03:00:00Z,MKJS 185N 779W,56,0,0,0,56
Tropical Depression,Ten,8,2002-09-18T03:00:00Z,KEY WEST FL,0,1,14,4,19
Tropical Depression,Ten,8,2002-09-18T03:00:00Z,MWCG 193N 814W,31,6,0,0,37
Tropical Depression,Ten,8,2002-09-18T03:00:00Z,MARCO ISLAND FL,0,0,4,10,14
Tropical Depression,Ten,8,2002-09-18T03:00:00Z,MUCM 214N 779W,4,4,1,1,10
Tropical Depression,Ten,8,2002-09-18T03:00:00Z,FT MYERS FL,0,0,2,10,12
Tropical Depression,Ten,8,2002-09-18T03:00:00Z,MUCF 221N 805W,1,21,4,1,27
Tropical Depression,Ten,8,2002-09-18T03:00:00Z,VENICE FL,0,0,1,11,12
Tropical Depression,Ten,8,2002-09-18T03:00:00Z,MUSN 216N 826W,0,21,12,0,33
Tropical Depression,Ten,8,2002-09-18T03:00:00Z,TAMPA FL,0,0,0,9,9
Tropical Depression,Ten,8,2002-09-18T03:00:00Z,MUHA 230N 824W,0,8,19,2,29
Tropical Depression,Ten,8,2002-09-18T03:00:00Z,CEDAR KEY FL,0,0,0,6,6
Tropical Depression,Ten,8,2002-09-18T03:00:00Z,MUAN 219N 850W,0,1,16,5,22
Tropical Depression,Ten,8,2002-09-18T03:00:00Z,ST MARKS FL,0,0,0,4,4
Tropical Depression,Ten,8,2002-09-18T03:00:00Z,MMCZ 205N 869W,0,0,3,8,11
Tropical Depression,Ten,8,2002-09-18T03:00:00Z,APALACHICOLA FL,0,0,0,5,5
Tropical Depression,Ten,8,2002-09-18T03:00:00Z,MHNJ 165N 859W,0,0,0,2,2
Tropical Depression,Ten,8,2002-09-18T03:00:00Z,PANAMA CITY FL,0,0,0,5,5
Tropical Depression,Ten,8,2002-09-18T03:00:00Z,MYAK 241N 776W,0,0,1,1,2
Tropical Depression,Ten,8,2002-09-18T03:00:00Z,PENSACOLA FL,0,0,0,3,3
Tropical Depression,Ten,8,2002-09-18T03:00:00Z,MYNN 251N 775W,0,0,0,2,2
Tropical Depression,Ten,8,2002-09-18T03:00:00Z,MOBILE AL,0,0,0,2,2
Tropical Depression,Ten,8,2002-09-18T03:00:00Z,MYGF 266N 787W,0,0,0,3,3
Tropical Depression,Ten,8,2002-09-18T03:00:00Z,BURAS LA,0,0,0,2,2
Tropical Depression,Ten,8,2002-09-18T03:00:00Z,MMMD 210N 897W,0,0,0,3,3
Tropical Depression,Ten,8,2002-09-18T03:00:00Z,GULF 29N 85W,0,0,0,7,7
Tropical Depression,Ten,8,2002-09-18T03:00:00Z,MARATHON FL,0,1,10,5,16
Tropical Depression,Ten,8,2002-09-18T03:00:00Z,GULF 29N 87W,0,0,0,6,6
Tropical Depression,Ten,8,2002-09-18T03:00:00Z,MIAMI FL,0,0,3,7,10
Tropical Depression,Ten,8,2002-09-18T03:00:00Z,GULF 28N 89W,0,0,0,4,4
Tropical Depression,Ten,8,2002-09-18T03:00:00Z,W PALM BEACH FL,0,0,1,5,6
Tropical Storm,Isidore,9,2002-09-18T09:00:00Z,19.2N  80.3W,52,0,0,0,52
Tropical Storm,Isidore,9,2002-09-18T09:00:00Z,W PALM BEACH FL,0,0,1,4,5
Tropical Storm,Isidore,9,2002-09-18T09:00:00Z,20.5N  81.7W,21,15,0,0,36
Tropical Storm,Isidore,9,2002-09-18T09:00:00Z,FT PIERCE FL,0,0,0,4,4
Tropical Storm,Isidore,9,2002-09-18T09:00:00Z,21.6N  82.9W,1,26,2,0,29
Tropical Storm,Isidore,9,2002-09-18T09:00:00Z,COCOA BEACH FL,0,0,0,3,3
Tropical Storm,Isidore,9,2002-09-18T09:00:00Z,MKJP 179N 768W,29,0,0,0,29
Tropical Storm,Isidore,9,2002-09-18T09:00:00Z,DAYTONA BEACH FL,0,0,0,2,2
Tropical Storm,Isidore,9,2002-09-18T09:00:00Z,MKJS 185N 779W,57,0,0,1,58
Tropical Storm,Isidore,9,2002-09-18T09:00:00Z,KEY WEST FL,0,3,10,4,17
Tropical Storm,Isidore,9,2002-09-18T09:00:00Z,MWCG 193N 814W,37,1,0,0,38
Tropical Storm,Isidore,9,2002-09-18T09:00:00Z,MARCO ISLAND FL,0,0,4,8,12
Tropical Storm,Isidore,9,2002-09-18T09:00:00Z,MUCM 214N 779W,3,4,0,1,8
Tropical Storm,Isidore,9,2002-09-18T09:00:00Z,FT MYERS FL,0,0,2,8,10
Tropical Storm,Isidore,9,2002-09-18T09:00:00Z,MUCF 221N 805W,4,18,1,1,24
Tropical Storm,Isidore,9,2002-09-18T09:00:00Z,VENICE FL,0,0,1,9,10
Tropical Storm,Isidore,9,2002-09-18T09:00:00Z,MUSN 216N 826W,2,26,2,0,30
Tropical Storm,Isidore,9,2002-09-18T09:00:00Z,TAMPA FL,0,0,0,7,7
Tropical Storm,Isidore,9,2002-09-18T09:00:00Z,MUHA 230N 824W,0,16,7,2,25
Tropical Storm,Isidore,9,2002-09-18T09:00:00Z,CEDAR KEY FL,0,0,0,4,4
Tropical Storm,Isidore,9,2002-09-18T09:00:00Z,MUAN 219N 850W,0,7,11,4,22
Tropical Storm,Isidore,9,2002-09-18T09:00:00Z,ST MARKS FL,0,0,0,3,3
Tropical Storm,Isidore,9,2002-09-18T09:00:00Z,MMCZ 205N 869W,0,0,5,7,12
Tropical Storm,Isidore,9,2002-09-18T09:00:00Z,APALACHICOLA FL,0,0,0,4,4
Tropical Storm,Isidore,9,2002-09-18T09:00:00Z,MYAK 241N 776W,0,0,1,1,2
Tropical Storm,Isidore,9,2002-09-18T09:00:00Z,PANAMA CITY FL,0,0,0,3,3
Tropical Storm,Isidore,9,2002-09-18T09:00:00Z,MYGF 266N 787W,0,0,0,2,2
Tropical Storm,Isidore,9,2002-09-18T09:00:00Z,PENSACOLA FL,0,0,0,2,2
Tropical Storm,Isidore,9,2002-09-18T09:00:00Z,MMMD 210N 897W,0,0,0,4,4
Tropical Storm,Isidore,9,2002-09-18T09:00:00Z,GULF 29N 85W,0,0,0,6,6
Tropical Storm,Isidore,9,2002-09-18T09:00:00Z,MARATHON FL,0,2,7,5,14
Tropical Storm,Isidore,9,2002-09-18T09:00:00Z,GULF 29N 87W,0,0,0,5,5
Tropical Storm,Isidore,9,2002-09-18T09:00:00Z,MIAMI FL,0,0,2,6,8
Tropical Storm,Isidore,9,2002-09-18T09:00:00Z,GULF 28N 89W,0,0,0,4,4
Tropical Storm,Isidore,10,2002-09-18T15:00:00Z,19.9N  80.8W,54,0,0,0,54
Tropical Storm,Isidore,10,2002-09-18T15:00:00Z,DAYTONA BEACH FL,0,0,0,4,4
Tropical Storm,Isidore,10,2002-09-18T15:00:00Z,21.1N  82.1W,25,12,0,1,38
Tropical Storm,Isidore,10,2002-09-18T15:00:00Z,JACKSONVILLE FL,0,0,0,3,3
Tropical Storm,Isidore,10,2002-09-18T15:00:00Z,22.5N  83.5W,0,24,7,0,31
Tropical Storm,Isidore,10,2002-09-18T15:00:00Z,KEY WEST FL,0,8,11,3,22
Tropical Storm,Isidore,10,2002-09-18T15:00:00Z,MKJP 179N 768W,2,0,0,0,2
Tropical Storm,Isidore,10,2002-09-18T15:00:00Z,MARCO ISLAND FL,0,1,8,6,15
Tropical Storm,Isidore,10,2002-09-18T15:00:00Z,MKJS 185N 779W,99,0,0,0,99
Tropical Storm,Isidore,10,2002-09-18T15:00:00Z,FT MYERS FL,0,0,6,7,13
Tropical Storm,Isidore,10,2002-09-18T15:00:00Z,MWCG 193N 814W,42,0,0,0,42
Tropical Storm,Isidore,10,2002-09-18T15:00:00Z,VENICE FL,0,0,4,9,13
Tropical Storm,Isidore,10,2002-09-18T15:00:00Z,MUCM 214N 779W,4,2,0,1,7
Tropical Storm,Isidore,10,2002-09-18T15:00:00Z,TAMPA FL,0,0,1,9,10
Tropical Storm,Isidore,10,2002-09-18T15:00:00Z,MUCF 221N 805W,18,9,1,0,28
Tropical Storm,Isidore,10,2002-09-18T15:00:00Z,CEDAR KEY FL,0,0,0,8,8
Tropical Storm,Isidore,10,2002-09-18T15:00:00Z,MUSN 216N 826W,10,24,0,1,35
Tropical Storm,Isidore,10,2002-09-18T15:00:00Z,ST MARKS FL,0,0,0,6,6
Tropical Storm,Isidore,10,2002-09-18T15:00:00Z,MUHA 230N 824W,1,25,4,1,31
Tropical Storm,Isidore,10,2002-09-18T15:00:00Z,APALACHICOLA FL,0,0,0,7,7
Tropical Storm,Isidore,10,2002-09-18T15:00:00Z,MUAN 219N 850W,0,9,12,3,24
Tropical Storm,Isidore,10,2002-09-18T15:00:00Z,PANAMA CITY FL,0,0,0,6,6
Tropical Storm,Isidore,10,2002-09-18T15:00:00Z,MMCZ 205N 869W,0,0,3,8,11
Tropical Storm,Isidore,10,2002-09-18T15:00:00Z,PENSACOLA FL,0,0,0,4,4
Tropical Storm,Isidore,10,2002-09-18T15:00:00Z,MYGF 266N 787W,0,0,0,2,2
Tropical Storm,Isidore,10,2002-09-18T15:00:00Z,MOBILE AL,0,0,0,2,2
Tropical Storm,Isidore,10,2002-09-18T15:00:00Z,MMMD 210N 897W,0,0,0,3,3
Tropical Storm,Isidore,10,2002-09-18T15:00:00Z,GULFPORT MS,0,0,0,2,2
Tropical Storm,Isidore,10,2002-09-18T15:00:00Z,MARATHON FL,0,5,9,3,17
Tropical Storm,Isidore,10,2002-09-18T15:00:00Z,BURAS LA,0,0,0,3,3
Tropical Storm,Isidore,10,2002-09-18T15:00:00Z,MIAMI FL,0,0,4,5,9
Tropical Storm,Isidore,10,2002-09-18T15:00:00Z,GULF 29N 85W,0,0,0,10,10
Tropical Storm,Isidore,10,2002-09-18T15:00:00Z,W PALM BEACH FL,0,0,1,6,7
Tropical Storm,Isidore,10,2002-09-18T15:00:00Z,GULF 29N 87W,0,0,0,8,8
Tropical Storm,Isidore,10,2002-09-18T15:00:00Z,FT PIERCE FL,0,0,1,5,6
Tropical Storm,Isidore,10,2002-09-18T15:00:00Z,GULF 28N 89W,0,0,0,6,6
Tropical Storm,Isidore,10,2002-09-18T15:00:00Z,COCOA BEACH FL,0,0,0,5,5
Tropical Storm,Isidore,10,2002-09-18T15:00:00Z,GULF 28N 91W,0,0,0,2,2
Tropical Storm,Isidore,11,2002-09-18T21:00:00Z,21.3N  81.1W,57,0,0,0,57
Tropical Storm,Isidore,11,2002-09-18T21:00:00Z,JACKSONVILLE FL,0,0,0,2,2
Tropical Storm,Isidore,11,2002-09-18T21:00:00Z,22.4N  82.7W,24,14,0,0,38
Tropical Storm,Isidore,11,2002-09-18T21:00:00Z,KEY WEST FL,2,16,2,2,22
Tropical Storm,Isidore,11,2002-09-18T21:00:00Z,23.3N  84.0W,1,24,2,1,28
Tropical Storm,Isidore,11,2002-09-18T21:00:00Z,MARCO ISLAND FL,0,4,6,4,14
Tropical Storm,Isidore,11,2002-09-18T21:00:00Z,MKJS 185N 779W,99,0,0,0,99
Tropical Storm,Isidore,11,2002-09-18T21:00:00Z,FT MYERS FL,0,2,6,4,12
Tropical Storm,Isidore,11,2002-09-18T21:00:00Z,MWCG 193N 814W,27,0,0,0,27
Tropical Storm,Isidore,11,2002-09-18T21:00:00Z,VENICE FL,0,1,6,5,12
Tropical Storm,Isidore,11,2002-09-18T21:00:00Z,MUCM 214N 779W,15,0,0,0,15
Tropical Storm,Isidore,11,2002-09-18T21:00:00Z,TAMPA FL,0,0,3,6,9
Tropical Storm,Isidore,11,2002-09-18T21:00:00Z,MUCF 221N 805W,45,0,0,0,45
Tropical Storm,Isidore,11,2002-09-18T21:00:00Z,CEDAR KEY FL,0,0,1,6,7
Tropical Storm,Isidore,11,2002-09-18T21:00:00Z,MUSN 216N 826W,34,5,0,0,39
Tropical Storm,Isidore,11,2002-09-18T21:00:00Z,ST MARKS FL,0,0,0,5,5
Tropical Storm,Isidore,11,2002-09-18T21:00:00Z,MUHA 230N 824W,18,17,0,0,35
Tropical Storm,Isidore,11,2002-09-18T21:00:00Z,APALACHICOLA FL,0,0,1,6,7
Tropical Storm,Isidore,11,2002-09-18T21:00:00Z,MUAN 219N 850W,0,15,4,2,21
Tropical Storm,Isidore,11,2002-09-18T21:00:00Z,PANAMA CITY FL,0,0,0,6,6
Tropical Storm,Isidore,11,2002-09-18T21:00:00Z,MMCZ 205N 869W,0,0,4,6,10
Tropical Storm,Isidore,11,2002-09-18T21:00:00Z,PENSACOLA FL,0,0,0,5,5
Tropical Storm,Isidore,11,2002-09-18T21:00:00Z,MYAK 241N 776W,0,0,0,2,2
Tropical Storm,Isidore,11,2002-09-18T21:00:00Z,MOBILE AL,0,0,0,4,4
Tropical Storm,Isidore,11,2002-09-18T21:00:00Z,MYGF 266N 787W,0,0,0,2,2
Tropical Storm,Isidore,11,2002-09-18T21:00:00Z,GULFPORT MS,0,0,0,4,4
Tropical Storm,Isidore,11,2002-09-18T21:00:00Z,MMMD 210N 897W,0,0,0,5,5
Tropical Storm,Isidore,11,2002-09-18T21:00:00Z,BURAS LA,0,0,0,5,5
Tropical Storm,Isidore,11,2002-09-18T21:00:00Z,MARATHON FL,1,12,2,2,17
Tropical Storm,Isidore,11,2002-09-18T21:00:00Z,NEW ORLEANS LA,0,0,0,3,3
Tropical Storm,Isidore,11,2002-09-18T21:00:00Z,MIAMI FL,0,2,3,4,9
Tropical Storm,Isidore,11,2002-09-18T21:00:00Z,NEW IBERIA LA,0,0,0,2,2
Tropical Storm,Isidore,11,2002-09-18T21:00:00Z,W PALM BEACH FL,0,0,2,4,6
Tropical Storm,Isidore,11,2002-09-18T21:00:00Z,GULF 29N 85W,0,0,1,8,9
Tropical Storm,Isidore,11,2002-09-18T21:00:00Z,FT PIERCE FL,0,0,1,4,5
Tropical Storm,Isidore,11,2002-09-18T21:00:00Z,GULF 29N 87W,0,0,1,8,9
Tropical Storm,Isidore,11,2002-09-18T21:00:00Z,COCOA BEACH FL,0,0,1,3,4
Tropical Storm,Isidore,11,2002-09-18T21:00:00Z,GULF 28N 89W,0,0,0,9,9
Tropical Storm,Isidore,11,2002-09-18T21:00:00Z,DAYTONA BEACH FL,0,0,0,3,3
Tropical Storm,Isidore,11,2002-09-18T21:00:00Z,GULF 28N 91W,0,0,0,5,5
Tropical Storm,Isidore,12,2002-09-19T03:00:00Z,22.0N  82.0W,44,0,0,0,44
Tropical Storm,Isidore,12,2002-09-19T03:00:00Z,JACKSONVILLE FL,0,0,0,2,2
Tropical Storm,Isidore,12,2002-09-19T03:00:00Z,23.0N  83.5W,21,6,1,0,28
Tropical Storm,Isidore,12,2002-09-19T03:00:00Z,KEY WEST FL,9,11,1,2,23
Tropical Storm,Isidore,12,2002-09-19T03:00:00Z,23.5N  84.5W,6,16,1,1,24
Tropical Storm,Isidore,12,2002-09-19T03:00:00Z,MARCO ISLAND FL,0,7,4,4,15
Tropical Storm,Isidore,12,2002-09-19T03:00:00Z,MWCG 193N 814W,10,0,1,0,11
Tropical Storm,Isidore,12,2002-09-19T03:00:00Z,FT MYERS FL,0,3,5,5,13
Tropical Storm,Isidore,12,2002-09-19T03:00:00Z,MUCM 214N 779W,10,1,0,0,11
Tropical Storm,Isidore,12,2002-09-19T03:00:00Z,VENICE FL,0,2,5,6,13
Tropical Storm,Isidore,12,2002-09-19T03:00:00Z,MUCF 221N 805W,50,0,0,0,50
Tropical Storm,Isidore,12,2002-09-19T03:00:00Z,TAMPA FL,0,0,3,6,9
Tropical Storm,Isidore,12,2002-09-19T03:00:00Z,MUSN 216N 826W,34,0,0,1,35
Tropical Storm,Isidore,12,2002-09-19T03:00:00Z,CEDAR KEY FL,0,0,1,5,6
Tropical Storm,Isidore,12,2002-09-19T03:00:00Z,MUHA 230N 824W,33,1,0,0,34
Tropical Storm,Isidore,12,2002-09-19T03:00:00Z,ST MARKS FL,0,0,0,4,4
Tropical Storm,Isidore,12,2002-09-19T03:00:00Z,MUAN 219N 850W,5,9,1,2,17
Tropical Storm,Isidore,12,2002-09-19T03:00:00Z,APALACHICOLA FL,0,0,0,6,6
Tropical Storm,Isidore,12,2002-09-19T03:00:00Z,MMCZ 205N 869W,0,1,1,4,6
Tropical Storm,Isidore,12,2002-09-19T03:00:00Z,PANAMA CITY FL,0,0,0,5,5
Tropical Storm,Isidore,12,2002-09-19T03:00:00Z,MYAK 241N 776W,0,1,1,2,4
Tropical Storm,Isidore,12,2002-09-19T03:00:00Z,PENSACOLA FL,0,0,0,4,4
Tropical Storm,Isidore,12,2002-09-19T03:00:00Z,MYNN 251N 775W,0,1,1,1,3
Tropical Storm,Isidore,12,2002-09-19T03:00:00Z,MOBILE AL,0,0,0,3,3
Tropical Storm,Isidore,12,2002-09-19T03:00:00Z,MYGF 266N 787W,0,0,2,3,5
Tropical Storm,Isidore,12,2002-09-19T03:00:00Z,GULFPORT MS,0,0,0,3,3
Tropical Storm,Isidore,12,2002-09-19T03:00:00Z,MMMD 210N 897W,0,0,0,4,4
Tropical Storm,Isidore,12,2002-09-19T03:00:00Z,BURAS LA,0,0,0,5,5
Tropical Storm,Isidore,12,2002-09-19T03:00:00Z,MARATHON FL,6,10,2,1,19
Tropical Storm,Isidore,12,2002-09-19T03:00:00Z,NEW ORLEANS LA,0,0,0,3,3
Tropical Storm,Isidore,12,2002-09-19T03:00:00Z,MIAMI FL,0,5,3,4,12
Tropical Storm,Isidore,12,2002-09-19T03:00:00Z,GULF 29N 85W,0,0,1,7,8
Tropical Storm,Isidore,12,2002-09-19T03:00:00Z,W PALM BEACH FL,0,1,3,4,8
Tropical Storm,Isidore,12,2002-09-19T03:00:00Z,GULF 29N 87W,0,0,1,7,8
Tropical Storm,Isidore,12,2002-09-19T03:00:00Z,FT PIERCE FL,0,0,2,5,7
Tropical Storm,Isidore,12,2002-09-19T03:00:00Z,GULF 28N 89W,0,0,1,8,9
Tropical Storm,Isidore,12,2002-09-19T03:00:00Z,COCOA BEACH FL,0,0,1,4,5
Tropical Storm,Isidore,12,2002-09-19T03:00:00Z,GULF 28N 91W,0,0,0,5,5
Tropical Storm,Isidore,12,2002-09-19T03:00:00Z,DAYTONA BEACH FL,0,0,0,4,4
Tropical Storm,Isidore,12,2002-09-19T03:00:00Z,GULF 28N 93W,0,0,0,2,2
Tropical Storm,Isidore,13,2002-09-19T09:00:00Z,22.2N  83.1W,50,0,0,0,50
Tropical Storm,Isidore,13,2002-09-19T09:00:00Z,KEY WEST FL,13,6,1,1,21
Tropical Storm,Isidore,13,2002-09-19T09:00:00Z,23.1N  84.4W,27,5,0,0,32
Tropical Storm,Isidore,13,2002-09-19T09:00:00Z,MARCO ISLAND FL,0,6,4,4,14
Tropical Storm,Isidore,13,2002-09-19T09:00:00Z,23.5N  85.0W,11,15,1,1,28
Tropical Storm,Isidore,13,2002-09-19T09:00:00Z,FT MYERS FL,0,3,4,5,12
Tropical Storm,Isidore,13,2002-09-19T09:00:00Z,MWCG 193N 814W,99,0,0,0,99
Tropical Storm,Isidore,13,2002-09-19T09:00:00Z,VENICE FL,0,2,4,6,12
Tropical Storm,Isidore,13,2002-09-19T09:00:00Z,MUCF 221N 805W,41,0,0,0,41
Tropical Storm,Isidore,13,2002-09-19T09:00:00Z,TAMPA FL,0,0,2,7,9
Tropical Storm,Isidore,13,2002-09-19T09:00:00Z,MUSN 216N 826W,62,0,0,0,62
Tropical Storm,Isidore,13,2002-09-19T09:00:00Z,CEDAR KEY FL,0,0,0,6,6
Tropical Storm,Isidore,13,2002-09-19T09:00:00Z,MUHA 230N 824W,43,1,0,0,44
Tropical Storm,Isidore,13,2002-09-19T09:00:00Z,ST MARKS FL,0,0,0,4,4
Tropical Storm,Isidore,13,2002-09-19T09:00:00Z,MUAN 219N 850W,22,2,1,0,25
Tropical Storm,Isidore,13,2002-09-19T09:00:00Z,APALACHICOLA FL,0,0,0,6,6
Tropical Storm,Isidore,13,2002-09-19T09:00:00Z,MMCZ 205N 869W,0,2,1,4,7
Tropical Storm,Isidore,13,2002-09-19T09:00:00Z,PANAMA CITY FL,0,0,0,5,5
Tropical Storm,Isidore,13,2002-09-19T09:00:00Z,MYAK 241N 776W,0,0,1,1,2
Tropical Storm,Isidore,13,2002-09-19T09:00:00Z,PENSACOLA FL,0,0,0,4,4
Tropical Storm,Isidore,13,2002-09-19T09:00:00Z,MYNN 251N 775W,0,0,1,1,2
Tropical Storm,Isidore,13,2002-09-19T09:00:00Z,MOBILE AL,0,0,0,3,3
Tropical Storm,Isidore,13,2002-09-19T09:00:00Z,MYGF 266N 787W,0,0,1,3,4
